level,category,subType,questionFormat,questionText,passageText,choice1,choice2,choice3,choice4,answerIndex,explanation,questionFocus
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,まいさんは土曜日に何をしますか。,まいさんは土曜日の朝、へやをそうじします。午後は友だちと映画を見ます。,아침에 영화를 본다,아침에 방을 청소한다,오후에 공부한다,오후에 쇼핑한다,1,지문에서 토요일 아침에 방을 청소한다고 했으므로 정답은 아침에 방을 청소한다이다.,세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,たろうさんのかばんは何色ですか。,たろうさんのかばんは黒です。妹のかばんは赤です。,검은색,빨간색,파란색,흰색,0,지문에서 다로의 가방은 검은색이라고 했으므로 정답은 검은색이다.,세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,この人は朝、何を飲みますか。,わたしは朝ごはんにパンを食べます。そして、コーヒーを飲みます。,물,우유,커피,차,2,지문에서 아침에 커피를 마신다고 했으므로 정답은 커피이다.,세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,木村さんは何曜日に休みますか。,木村さんは月曜日から金曜日まで働きます。土曜日と日曜日は休みです。,월요일,금요일,토요일과 일요일,일요일만,2,지문에서 토요일과 일요일은 쉰다고 했으므로 정답은 토요일과 일요일이다.,세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,このバスはどこへ行きますか。,このバスは駅の前から出ます。市役所まで行きます。,학교,시청,병원,도서관,1,지문에서 이 버스는 시청까지 간다고 했으므로 정답은 시청이다.,세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,りなさんはなぜ走りましたか。,りなさんは学校に遅れそうでした。だから、駅から学校まで走りました。,비가 와서,학교에 늦을 것 같아서,운동하고 싶어서,친구를 만나서,1,지문에서 학교에 늦을 것 같아 뛰었다고 했으므로 정답은 학교에 늦을 것 같아서이다.,인물 의도 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,お母さんは何を作りましたか。,今日はお父さんの誕生日です。お母さんは大きいケーキを作りました。,빵,카레,케이크,샐러드,2,지문에서 아버지의 생일이라 어머니가 큰 케이크를 만들었다고 했으므로 정답은 케이크이다.,세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,中村さんはどこに住んでいますか。,中村さんは大阪に住んでいます。会社は京都にあります。,도쿄,오사카,교토,고베,1,지문에서 나카무라 씨는 오사카에 산다고 했으므로 정답은 오사카이다.,세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,学生は何を持ってきますか。,明日は学校で絵をかきます。学生は色えんぴつを持ってきてください。,공책,색연필,가위,우산,1,지문에서 학생들에게 색연필을 가져오라고 했으므로 정답은 색연필이다.,세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,この人は午後、何をしますか。,午前は家で日本語を勉強します。午後は近くの公園を散歩します。,일본어를 공부한다,공원을 산책한다,친구를 만난다,쇼핑한다,1,지문에서 오후에는 가까운 공원을 산책한다고 했으므로 정답은 공원을 산책한다이다.,세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,鈴木さんは何人家族ですか。,鈴木さんの家族は四人です。父と母と弟と鈴木さんです。,2명,3명,4명,5명,2,지문에서 스즈키 씨 가족은 네 명이라고 직접 설명했으므로 정답은 4명이다.,세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,田中さんは何を忘れましたか。,田中さんは駅まで行きました。でも、さいふを家に忘れたので、家へ戻りました。,휴대전화,지갑,우산,가방,1,지문에서 지갑을 집에 두고 와 다시 돌아갔다고 했으므로 정답은 지갑이다.,세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,あやさんはだれと買い物に行きますか。,あやさんは日曜日に姉とデパートへ行きます。新しいくつを買います。,어머니,언니,친구,혼자,1,지문에서 일요일에 언니와 백화점에 간다고 했으므로 정답은 언니이다.,세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,この人は何時から働きますか。,わたしの仕事は朝九時からです。午後五時に終わります。,오전 8시,오전 9시,오후 5시,오후 6시,1,지문에서 일은 오전 9시부터 시작한다고 했으므로 정답은 오전 9시이다.,세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,犬はどこにいますか。,小さい犬が庭にいます。ねこはへやの中にいます。,정원,방 안,공원,현관,0,지문에서 작은 개는 정원에 있다고 했으므로 정답은 정원이다.,세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,この人は何冊本を借りましたか。,図書館で日本語の本を一冊と料理の本を二冊借りました。,1권,2권,3권,4권,2,일본어 책 1권과 요리책 2권을 빌렸으므로 모두 3권이다.,추론
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,先生は何をしてくださいと言いましたか。,先生は「教科書の二十ページを読んでください」と言いました。,교과서 20쪽을 읽기,공책에 쓰기,책을 닫기,숙제를 내기,0,선생님이 교과서 20쪽을 읽으라고 했으므로 정답은 교과서 20쪽 읽기이다.,세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,弟はどんなスポーツをしますか。,兄はサッカーをします。弟は毎週日曜日にテニスをします。,축구,야구,테니스,수영,2,지문에서 남동생은 매주 일요일에 테니스를 한다고 했으므로 정답은 테니스이다.,세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,まりさんはなぜ病院へ行きましたか。,まりさんは朝からおなかが痛かったです。それで、午後病院へ行きました。,머리가 아파서,배가 아파서,감기에 걸려서,다리를 다쳐서,1,지문에서 아침부터 배가 아파 병원에 갔다고 했으므로 정답은 배가 아파서이다.,인물 의도 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,この店でいちばん安いものは何ですか。,りんごは一つ百円です。みかんは一つ八十円です。バナナは一本九十円です。,사과,귤,바나나,모두 같다,1,"사과는 100엔, 귤은 80엔, 바나나는 90엔이므로 가장 싼 것은 귤이다.",추론
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,会議はどこでありますか。,今日の会議は三時からです。場所は二階の小さいへやです。,1층 큰 방,2층 작은 방,3층 교실,회사 밖,1,지문에서 회의 장소는 2층의 작은 방이라고 했으므로 정답은 2층 작은 방이다.,세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,なおさんは何時の電車に乗りますか。,なおさんは七時半の電車に乗ります。駅まで歩いて十分かかります。,7시,7시 10분,7시 30분,8시,2,지문에서 7시 30분 전철을 탄다고 했으므로 정답은 7시 30분이다.,세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,この人はどこで写真を撮りましたか。,旅行で京都へ行きました。古いお寺の前で写真をたくさん撮りました。,역 앞,절 앞,호텔 안,강 옆,1,지문에서 오래된 절 앞에서 사진을 찍었다고 했으므로 정답은 절 앞이다.,세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,えみさんは何をプレゼントしましたか。,今日は友だちの誕生日です。えみさんは青いペンをプレゼントしました。,파란 펜,빨간 가방,흰 셔츠,노란 꽃,0,지문에서 에미 씨가 파란 펜을 선물했다고 했으므로 정답은 파란 펜이다.,세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,この人は毎晩何をしますか。,わたしは毎晩、寝る前に日記を書きます。五分ぐらいかかります。,책을 읽는다,일기를 쓴다,음악을 듣는다,운동한다,1,지문에서 매일 밤 자기 전에 일기를 쓴다고 했으므로 정답은 일기를 쓴다이다.,세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,父は何時に家へ帰りますか。,父はいつも午後七時に仕事が終わります。家へは八時ごろ帰ります。,오후 6시,오후 7시,오후 8시쯤,오후 9시,2,지문에서 아버지는 8시쯤 집에 돌아온다고 했으므로 정답은 오후 8시쯤이다.,세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,この人はどうして窓を開けましたか。,へやの中がとても暑かったです。だから、窓を開けました。,방이 추워서,방이 더워서,비가 와서,밖이 시끄러워서,1,지문에서 방 안이 매우 더워 창문을 열었다고 했으므로 정답은 방이 더워서이다.,인물 의도 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,学校のテストはいつですか。,来週の月曜日に日本語のテストがあります。今日は木曜日です。,이번 주 월요일,다음 주 월요일,이번 주 금요일,다음 주 목요일,1,지문에서 일본어 시험은 다음 주 월요일이라고 했으므로 정답은 다음 주 월요일이다.,세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,この人はどの動物が苦手ですか。,わたしは犬が好きです。鳥も好きです。でも、ねこは少し苦手です。,개,새,고양이,물고기,2,지문에서 개와 새는 좋아하지만 고양이는 조금 어려워한다고 했으므로 정답은 고양이다.,세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,さくらさんはどこでアルバイトをしていますか。,さくらさんは駅の前の花屋でアルバイトをしています。週に三日働きます。,서점,꽃집,카페,편의점,1,지문에서 역 앞 꽃집에서 아르바이트한다고 했으므로 정답은 꽃집이다.,세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,この電車は何番ホームから出ますか。,東京行きの電車は四番ホームから出ます。出発は十時十五分です。,1번,2번,3번,4번,3,지문에서 도쿄행 전철은 4번 승강장에서 출발한다고 했으므로 정답은 4번이다.,세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,高橋さんは何を注文しましたか。,高橋さんはレストランで魚の料理とお茶を注文しました。,고기 요리와 물,생선 요리와 차,카레와 커피,빵과 우유,1,지문에서 생선 요리와 차를 주문했다고 했으므로 정답은 생선 요리와 차이다.,세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,今日は何月何日ですか。,今日は五月十日です。母の日のプレゼントを買いに行きます。,4월 10일,5월 10일,5월 20일,6월 10일,1,지문 첫 문장에서 오늘은 5월 10일이라고 했으므로 정답은 5월 10일이다.,세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,この人は何をしませんでしたか。,朝、パンを食べて牛乳を飲みました。でも、コーヒーは飲みませんでした。,빵을 먹기,우유를 마시기,커피를 마시기,아침을 먹기,2,지문에서 커피는 마시지 않았다고 했으므로 정답은 커피를 마시기이다.,세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,会う場所はどこですか。,友だちからメールが来ました。「明日、駅の北口で会いましょう。」と書いてあります。,역 남쪽 출구,역 북쪽 출구,학교 앞,카페 안,1,메일에 역 북쪽 출구에서 만나자고 적혀 있으므로 정답은 역 북쪽 출구이다.,세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,この人は週に何回泳ぎますか。,わたしは火曜日と金曜日にプールへ行きます。そこで一時間泳ぎます。,주 1회,주 2회,주 3회,매일,1,화요일과 금요일에 수영장에 가므로 일주일에 두 번 수영한다.,추론
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,ゆうたさんはなぜ本屋へ行きましたか。,ゆうたさんは明日テストがあります。新しい問題集を買うために本屋へ行きました。,잡지를 읽으려고,문제집을 사려고,친구를 만나려고,숙제를 내려고,1,지문에서 새 문제집을 사기 위해 서점에 갔다고 했으므로 정답은 문제집을 사려고이다.,인물 의도 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,この人の部屋は何階ですか。,わたしの部屋は三階です。エレベーターはありません。,1층,2층,3층,4층,2,지문에서 방은 3층이라고 했으므로 정답은 3층이다.,세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,だれが料理をしますか。,父は料理が上手です。日曜日はいつも父が晩ごはんを作ります。,어머니,아버지,누나,동생,1,지문에서 일요일에는 항상 아버지가 저녁을 만든다고 했으므로 정답은 아버지이다.,세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,この人はどこへ旅行しましたか。,夏休みに北海道へ旅行しました。海で泳いで、おいしい魚を食べました。,도쿄,교토,홋카이도,오키나와,2,지문에서 여름방학에 홋카이도로 여행했다고 했으므로 정답은 홋카이도이다.,세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,田村さんは何時まで勉強しましたか。,田村さんは夕方六時から図書館で勉強しました。九時に家へ帰りました。,오후 6시,오후 7시,오후 8시,오후 9시,3,지문에서 9시에 집으로 돌아갔으므로 공부한 시각은 9시까지로 볼 수 있다.,추론
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,この店では何ができませんか。,この店では写真を撮ってはいけません。食べ物を買うことはできます。,사진 찍기,음식 사기,물건 보기,점원에게 묻기,0,지문에서 이 가게에서는 사진을 찍으면 안 된다고 했으므로 정답은 사진 찍기이다.,세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,ひろしさんはどの季節が好きですか。,ひろしさんは暑い天気が好きです。海で泳げるので、夏がいちばん好きです。,봄,여름,가을,겨울,1,지문에서 바다에서 수영할 수 있어 여름을 가장 좋아한다고 했으므로 정답은 여름이다.,세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,この人は何時に家を出ますか。,学校は九時に始まります。家から学校まで三十分かかるので、八時十分に家を出ます。,7시 30분,8시 10분,8시 30분,9시,1,지문에서 8시 10분에 집을 나선다고 직접 말했으므로 정답은 8시 10분이다.,세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,妹は何をしていますか。,わたしは台所で料理をしています。妹はへやで音楽を聞いています。,요리하고 있다,음악을 듣고 있다,책을 읽고 있다,자고 있다,1,지문에서 여동생은 방에서 음악을 듣고 있다고 했으므로 정답은 음악을 듣고 있다이다.,세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,この人は何を二つ買いましたか。,コンビニでおにぎりを二つと水を一本買いました。,삼각김밥,물,빵,주스,0,"지문에서 삼각김밥은 두 개, 물은 한 병 샀다고 했으므로 정답은 삼각김밥이다.",세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,銀行はどこにありますか。,銀行は郵便局のとなりにあります。郵便局は駅の前です。,우체국 옆,역 안,학교 뒤,병원 앞,0,지문에서 은행은 우체국 옆에 있다고 했으므로 정답은 우체국 옆이다.,세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,山口さんはどうして電話しましたか。,山口さんは今日の約束に行けなくなりました。それを友だちに言うために電話しました。,약속 시간을 바꾸려고,약속에 갈 수 없다고 말하려고,친구 생일을 축하하려고,길을 물으려고,1,지문에서 약속에 갈 수 없게 되어 그 사실을 말하려고 전화했다고 했으므로 정답은 약속에 갈 수 없다고 말하려고이다.,인물 의도 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,この人は何を読むのが好きですか。,わたしは本を読むのが好きです。特に、旅行の本をよく読みます。,요리책,여행책,만화책,사전,1,지문에서 특히 여행책을 자주 읽는다고 했으므로 정답은 여행책이다.,세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,子どもは何人いますか。,公園に男の子が二人と女の子が三人います。みんなで遊んでいます。,2명,3명,5명,6명,2,남자아이 2명과 여자아이 3명이 있으므로 모두 5명이다.,추론
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,この人は何を着ていますか。,今日は寒いです。わたしは白いセーターと黒いズボンを着ています。,흰 셔츠와 검은 치마,흰 스웨터와 검은 바지,검은 스웨터와 흰 바지,파란 코트와 검은 바지,1,지문에서 흰 스웨터와 검은 바지를 입고 있다고 했으므로 정답은 흰 스웨터와 검은 바지이다.,세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,先生はいつ学校に来ますか。,先生は毎朝八時半に学校に来ます。授業は九時からです。,8시,8시 30분,9시,9시 30분,1,지문에서 선생님은 매일 아침 8시 30분에 학교에 온다고 했으므로 정답은 8시 30분이다.,세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,この人は何を手伝いましたか。,母が晩ごはんを作っていました。わたしは野菜を切って手伝いました。,밥 짓기,채소 자르기,설거지하기,장보기,1,지문에서 채소를 잘라 어머니를 도왔다고 했으므로 정답은 채소 자르기이다.,세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,旅行は何日間ですか。,金曜日の朝に出発して、日曜日の夜に帰ります。,1일,2일,3일,4일,2,금요일부터 일요일까지이므로 여행 기간은 3일이다.,추론
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,この人はなぜ早く起きましたか。,今日は遠足です。集合時間が早いので、いつもより一時間早く起きました。,시험이 있어서,소풍 집합 시간이 일러서,운동하려고,아침을 만들려고,1,지문에서 소풍의 집합 시간이 빨라 평소보다 한 시간 일찍 일어났다고 했으므로 정답은 집합 시간이 일러서이다.,인물 의도 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,このホテルの朝ごはんは何時からですか。,朝ごはんは一階のレストランで食べられます。時間は朝七時から九時までです。,6시,7시,8시,9시,1,지문에서 아침 식사는 오전 7시부터라고 했으므로 정답은 7시이다.,세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,ゆみさんは何をなくしましたか。,ゆみさんはバスの中で青いかさをなくしました。名前は書いてありません。,파란 우산,검은 가방,빨간 지갑,흰 모자,0,지문에서 버스 안에서 파란 우산을 잃어버렸다고 했으므로 정답은 파란 우산이다.,세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,今日は何をしませんか。,今日は雨が強いです。公園へ行かないで、家で映画を見ます。,집에서 영화 보기,공원에 가기,집에 있기,비를 피하기,1,지문에서 공원에는 가지 않고 집에서 영화를 본다고 했으므로 하지 않는 것은 공원에 가기이다.,세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,この人はどんな仕事をしていますか。,わたしは病院で働いています。毎日、病気の人を見ます。,교사,의사,은행원,점원,1,병원에서 아픈 사람을 보는 일을 한다고 했으므로 의사로 이해할 수 있다.,추론
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,かおりさんは何曜日にピアノを習いますか。,かおりさんは水曜日の午後、ピアノの先生の家へ行きます。,화요일,수요일,목요일,금요일,1,지문에서 수요일 오후에 피아노 선생님 집에 간다고 했으므로 정답은 수요일이다.,세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,この人はどこで切符を買いましたか。,駅の自動販売機で大阪までの切符を買いました。,버스 안,역 자동판매기,여행사,편의점,1,지문에서 역의 자동판매기에서 표를 샀다고 했으므로 정답은 역 자동판매기이다.,세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,何時に店へ行くのがいいですか。,この店は昼十二時から一時までとてもこんでいます。二時ごろはすいています。,낮 12시,오후 1시,오후 2시쯤,저녁 6시,2,지문에서 오후 2시쯤에는 한산하다고 했으므로 그때 가는 것이 좋다.,추론
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,おばあさんは何を送ってくれましたか。,田舎のおばあさんがみかんをたくさん送ってくれました。家族で食べました。,사과,귤,쌀,과자,1,지문에서 할머니가 귤을 많이 보내주었다고 했으므로 정답은 귤이다.,세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,この人はどこで待ちますか。,映画は三時からです。友だちとは映画館の入口で二時半に会います。,역 앞,영화관 입구,카페 안,학교 정문,1,지문에서 영화관 입구에서 만나기로 했으므로 정답은 영화관 입구이다.,세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,兄は何歳ですか。,わたしは十八歳です。兄はわたしより三歳上です。,18세,19세,20세,21세,3,화자는 18세이고 형은 세 살 많으므로 형은 21세이다.,추론
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,この人は何をしてから出かけましたか。,朝ごはんを食べて、歯をみがいてから家を出ました。,샤워하기,이를 닦기,방 청소하기,신문 읽기,1,지문에서 이를 닦은 뒤 집을 나섰다고 했으므로 정답은 이를 닦기이다.,세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,この図書館でできることは何ですか。,図書館では本を読むことができます。でも、食べ物を食べてはいけません。,음식 먹기,큰 소리로 말하기,책 읽기,달리기,2,지문에서 도서관에서는 책을 읽을 수 있다고 했으므로 정답은 책 읽기이다.,세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,学生はいつ宿題を出しますか。,宿題は金曜日までです。木曜日に出してもいいです。,수요일까지,목요일만,금요일까지,다음 주 월요일,2,지문에서 숙제 제출 기한은 금요일까지라고 했으므로 정답은 금요일까지이다.,세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,この人はどうやって漢字を覚えますか。,新しい漢字をノートに五回ずつ書きます。そうすると、よく覚えられます。,소리만 듣는다,노트에 다섯 번씩 쓴다,사전을 읽는다,친구에게 묻는다,1,지문에서 새 한자를 노트에 다섯 번씩 쓴다고 했으므로 정답은 노트에 다섯 번씩 쓴다이다.,세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,店員は何を持ってきましたか。,レストランで水を頼みました。店員はすぐに冷たい水を持ってきました。,뜨거운 차,차가운 물,주스,커피,1,지문에서 점원이 차가운 물을 가져왔다고 했으므로 정답은 차가운 물이다.,세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,この人はなぜコートを着ましたか。,外は雪が降っていて、とても寒いです。だから、厚いコートを着ました。,비가 와서,밖이 추워서,옷이 예뻐서,학교에 가서,1,지문에서 눈이 오고 매우 추워 두꺼운 코트를 입었다고 했으므로 정답은 밖이 추워서이다.,인물 의도 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,明日の授業はどこでありますか。,明日の日本語の授業はいつもの教室ではありません。三階の会議室です。,평소 교실,3층 회의실,도서관,체육관,1,지문에서 내일 수업은 평소 교실이 아니라 3층 회의실이라고 했으므로 정답은 3층 회의실이다.,세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,この人は何時に駅に着きましたか。,八時に家を出て、二十分歩きました。八時二十分に駅に着きました。,8시,8시 10분,8시 20분,8시 30분,2,지문에서 8시 20분에 역에 도착했다고 했으므로 정답은 8시 20분이다.,세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,まことさんは何を食べませんか。,まことさんは肉が好きです。でも、魚はあまり食べません。,고기,생선,채소,밥,1,지문에서 고기는 좋아하지만 생선은 별로 먹지 않는다고 했으므로 정답은 생선이다.,세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,この人はどこから来ましたか。,わたしは韓国から来ました。今は東京の学校で勉強しています。,일본,중국,한국,미국,2,지문에서 한국에서 왔다고 했으므로 정답은 한국이다.,세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,先生へのメールの目的は何ですか。,先生へ。今日は熱があるので、学校を休みます。よろしくお願いします。,숙제를 질문하려고,결석을 알리려고,시험 시간을 묻으려고,책을 빌리려고,1,열이 있어 학교를 쉰다고 선생님에게 알리는 메일이므로 목적은 결석 통보이다.,인물 의도 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,この人は何を先にしましたか。,家に帰ってから、まず手を洗いました。それから晩ごはんを食べました。,저녁 먹기,손 씻기,숙제하기,목욕하기,1,지문에서 집에 돌아와 먼저 손을 씻었다고 했으므로 정답은 손 씻기이다.,세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,コンサートは何時に始まりますか。,コンサートは午後六時半に始まります。入口は六時に開きます。,오후 6시,오후 6시 30분,오후 7시,오후 7시 30분,1,지문에서 콘서트는 오후 6시 30분에 시작한다고 했으므로 정답은 오후 6시 30분이다.,세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,この人はどこで傘を買いましたか。,急に雨が降りました。駅の中の店で傘を買いました。,역 안 가게,백화점,학교 매점,편의점 앞,0,지문에서 역 안의 가게에서 우산을 샀다고 했으므로 정답은 역 안 가게이다.,세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,パーティーには何人来ますか。,わたしと友だち三人でパーティーをします。全部で四人です。,3명,4명,5명,6명,1,화자 1명과 친구 3명이므로 모두 4명이다.,추론
