language,cefrLevel,qurveLevel,usageType,category,subType,questionFormat,topic,questionText,passage,audioScript,option1,option2,option3,option4,correctAnswer,explanation,koreanTranslation,sourceType,sourceReference,reviewStatus
EN,A1,Lv2,LEARNING,GRAMMAR,GRAMMAR_BLANK,MULTIPLE_CHOICE,SHOPPING,Choose the correct word: How ___ apples do you want?,,,much,old,many,long,3,셀 수 있는 복수명사 apples의 수량을 물을 때 How many를 사용한다.,사과를 몇 개 원하세요?,GENERATED,CEFR-J Grammar Profile,UNREVIEWED
EN,A1,Lv2,LEARNING,GRAMMAR,SENTENCE_ORDER,MULTIPLE_CHOICE,APPOINTMENT,Choose the correct sentence order for these words: free / are / tomorrow / you,,,You tomorrow are free?,Tomorrow free are you?,Are you free tomorrow?,Free you are tomorrow?,3,be동사 의문문은 Are+주어+보어 순서이며 tomorrow는 뒤에 자연스럽게 온다.,내일 시간 괜찮아요?,GENERATED,CEFR-J Grammar Profile,UNREVIEWED
EN,A1,Lv1,LEARNING,READING,SHORT_MESSAGE,MULTIPLE_CHOICE,PHONE,Why should Kim call Alex?,"Hi Kim, it's Alex. I have a question. Please call me this evening.",,Alex has a question.,Alex wants lunch.,Alex lost a bag.,Alex needs a book.,1,메시지에서 I have a question이라고 했으므로 Alex가 질문이 있어 전화를 부탁한 것이다.,"안녕 킴, 나 알렉스야. 질문이 하나 있어. 오늘 저녁에 전화해 줘.",GENERATED,CEFR-based,UNREVIEWED
EN,A1,Lv1,LEARNING,READING,NOTICE,MULTIPLE_CHOICE,PUBLIC_PLACE,What must people NOT do here?,NO PHOTOS. Thank you.,,Sit down,Take photos,Read books,Open the door,2,표지판에 NO PHOTOS라고 되어 있으므로 사진을 찍으면 안 된다.,사진 촬영 금지. 감사합니다.,GENERATED,CEFR-based,UNREVIEWED
EN,A1,Lv1,LEARNING,READING,DETAIL,MULTIPLE_CHOICE,SCHOOL,What does Eva have on Tuesday?,Eva's Classes: Monday — English | Tuesday — Math | Wednesday — Music,,English,Art,Math,Music,3,시간표에 Tuesday — Math라고 적혀 있다.,"월요일 영어, 화요일 수학, 수요일 음악.",GENERATED,CEFR-based,UNREVIEWED
EN,A1,Lv1,LEARNING,READING,MAIN_IDEA,MULTIPLE_CHOICE,DAILY_LIFE,What is this text mainly about?,"I get up at seven. I eat breakfast, and I go to work at eight.",,A morning routine,A birthday party,A school trip,A new shop,1,일어나고 아침을 먹고 출근하는 아침 일과를 설명하고 있다.,나는 7시에 일어난다. 아침을 먹고 8시에 출근한다.,GENERATED,CEFR-based,UNREVIEWED
EN,A1,Lv1,LEARNING,READING,PURPOSE,MULTIPLE_CHOICE,MESSAGE,Why did Sara write the note?,"Tom, please buy some milk on your way home. Thanks! —Sara",,To ask Tom to buy milk,To invite Tom outside,To ask about school,To say she is sick,1,Sara는 Please buy some milk라고 부탁하고 있으므로 우유 구매를 요청하는 메모이다.,"톰, 집에 오는 길에 우유 좀 사 줘. 고마워!",GENERATED,CEFR-based,UNREVIEWED
EN,A1,Lv2,LEARNING,READING,DETAIL,MULTIPLE_CHOICE,RESTAURANT,Which food is NOT available today?,"Today's Food: soup, salad, and rice. Sorry, no pizza today.",,Salad,Soup,Pizza,Rice,3,"안내문에 Sorry, no pizza today라고 명시되어 있다.","오늘은 수프, 샐러드, 밥이 있습니다. 죄송하지만 오늘 피자는 없습니다.",GENERATED,CEFR-based,UNREVIEWED
EN,A1,Lv2,LEARNING,READING,INFERENCE,MULTIPLE_CHOICE,TRANSPORTATION,What should Mia probably do next?,Mia takes Bus 8 to school. The sign says: Bus 8 — 5 minutes.,,Wait for Bus 8,Walk to school,Buy lunch,Call a hotel,1,Bus 8이 5분 뒤 도착하고 Mia가 그 버스로 학교에 간다고 했으므로 기다리는 것이 자연스럽다.,미아는 8번 버스로 학교에 간다. 전광판에는 8번 버스가 5분 후 도착한다고 적혀 있다.,GENERATED,CEFR-based,UNREVIEWED
EN,A1,Lv2,LEARNING,READING,NOTICE,MULTIPLE_CHOICE,WORK,When can workers use the kitchen?,KITCHEN OPEN: 7 a.m.–7 p.m. Please clean after use.,,Before 7 a.m.,From 7 a.m. to 7 p.m.,Only at noon,After 7 p.m.,2,안내문에서 Kitchen open: 7 a.m.–7 p.m.라고 되어 있다.,주방 이용 시간: 오전 7시~오후 7시. 사용 후 정리해 주세요.,GENERATED,CEFR-based,UNREVIEWED
EN,A1,Lv2,LEARNING,READING,SHORT_MESSAGE,MULTIPLE_CHOICE,TRAVEL,Where will Daniel meet Rose?,"Rose, your flight arrives at 2 p.m., right? I'll meet you at the airport. —Daniel",,At the hotel,At the airport,At a restaurant,At the station,2,메시지에서 I'll meet you at the airport라고 했으므로 공항에서 만난다.,"로즈, 네 비행기는 오후 2시에 도착하지? 공항에서 만날게.",GENERATED,CEFR-based,UNREVIEWED
EN,A1,Lv2,LEARNING,READING,INFERENCE,MULTIPLE_CHOICE,SHOPPING,Why will Leo probably choose the blue T-shirt?,Blue T-shirt: $8. White T-shirt: $12. Leo has $10.,,It is larger.,It is cheaper.,It is warmer.,It is new.,2,파란 티셔츠는 8달러이고 흰 티셔츠는 12달러이며 Leo가 10달러만 가지고 있으므로 파란색을 살 수 있다.,파란 티셔츠는 8달러이고 흰 티셔츠는 12달러다. 레오는 10달러를 가지고 있다.,GENERATED,CEFR-based,UNREVIEWED
EN,A1,Lv1,LEARNING,DAILY_ENGLISH,NATURAL_RESPONSE,MULTIPLE_CHOICE,INTRODUCTION,Choose the best response: 'What's your name?',,,I'm twenty.,My name is Eric.,I'm at home.,It's Monday.,2,이름을 묻는 질문에는 My name is...로 답하는 것이 자연스럽다.,이름이 뭐예요? / 제 이름은 에릭이에요.,GENERATED,QURVE Daily English,UNREVIEWED
EN,A1,Lv1,LEARNING,DAILY_ENGLISH,SITUATION_EXPRESSION,MULTIPLE_CHOICE,RESTAURANT,You finish your meal and want to pay. What do you say?,,,"Can I have the check, please?",Can I open the window?,Where is my class?,What time is breakfast?,1,"식사를 마치고 계산서를 요청할 때 Can I have the check, please?가 자연스럽다.",계산서 좀 주시겠어요?,GENERATED,QURVE Daily English,UNREVIEWED
EN,A1,Lv1,LEARNING,DAILY_ENGLISH,POLITE_EXPRESSION,MULTIPLE_CHOICE,SCHOOL,You need your teacher's help. What do you say?,,,Help now.,You help me.,"Can you help me, please?",I helping.,3,"도움을 정중하게 요청할 때 Can you help me, please?를 사용한다.",저 좀 도와주시겠어요?,GENERATED,QURVE Daily English,UNREVIEWED
EN,A1,Lv1,LEARNING,DAILY_ENGLISH,KOREAN_TO_ENGLISH,MULTIPLE_CHOICE,PUBLIC_PLACE,'화장실이 어디예요?'에 가장 알맞은 영어 표현은?,,,Where is the restroom?,What is the restroom?,When is the restroom?,Who is the restroom?,1,장소를 물을 때 Where is...?를 사용한다.,Where is the restroom? = 화장실이 어디예요?,GENERATED,QURVE Daily English,UNREVIEWED
EN,A1,Lv1,LEARNING,DAILY_ENGLISH,DIALOGUE_BLANK,MULTIPLE_CHOICE,WEATHER,Complete the dialogue: A: It's very sunny today. B: ___,,,"Yes, it is.","Yes, I do.","No, I am sunny.",It has five.,1,"be동사로 날씨 상태를 말한 문장에 동의할 때 Yes, it is.가 자연스럽다.","A: 오늘 정말 화창하네. B: 응, 그러네.",GENERATED,QURVE Daily English,UNREVIEWED
EN,A1,Lv2,LEARNING,DAILY_ENGLISH,SIMILAR_EXPRESSION,MULTIPLE_CHOICE,PHONE,"Which expression is closest in meaning to ""Please speak more slowly""?",,,Please talk a little slower.,Please call me tomorrow.,Please write your name.,Please sit over there.,1,talk a little slower는 speak more slowly와 같은 요청을 자연스럽게 표현한다.,조금 더 천천히 말해 주세요.,GENERATED,QURVE Daily English,UNREVIEWED
EN,A1,Lv2,LEARNING,DAILY_ENGLISH,NATURAL_RESPONSE,MULTIPLE_CHOICE,SHOPPING,Choose the best response: 'Would you like a bag?',,,The bag is green.,"Yes, please.",I am a bag.,At the store.,2,"가방이 필요한지 묻는 제안에는 Yes, please.로 자연스럽게 수락할 수 있다.","봉투 필요하세요? / 네, 부탁합니다.",GENERATED,QURVE Daily English,UNREVIEWED
EN,A1,Lv2,LEARNING,DAILY_ENGLISH,DIALOGUE_ORDER,MULTIPLE_CHOICE,APPOINTMENT,Which dialogue is in the most natural order?,,,A: Friday is good. B: Are you free Friday? A: Great.,"A: Are you free Friday? B: Yes, I am. A: Great. Let's meet then.",A: Great. B: Friday. A: Are you free?,A: Let's meet then. B: Great. A: Are you free Friday?,2,먼저 금요일에 시간이 되는지 묻고 상대가 답한 뒤 약속을 확정하는 흐름이 자연스럽다.,A: 금요일에 시간 돼? B: 응. A: 좋아. 그때 만나자.,GENERATED,QURVE Daily English,UNREVIEWED
EN,A1,Lv2,LEARNING,DAILY_ENGLISH,SITUATION_EXPRESSION,MULTIPLE_CHOICE,TRAVEL,"At a hotel, you want your room key. What is the best expression?",,,"I'd like my room key, please.",I am the room key.,My key likes the room.,Please room me.,1,"호텔에서 객실 키를 요청할 때 I'd like my room key, please.가 자연스럽다.",객실 키를 부탁드립니다.,GENERATED,QURVE Daily English,UNREVIEWED
EN,A1,Lv2,LEARNING,DAILY_ENGLISH,KOREAN_TO_ENGLISH,MULTIPLE_CHOICE,HEALTH,친구에게 '괜찮아?'라고 상태를 묻고 싶습니다. 가장 자연스러운 표현은?,,,Are you okay?,Do you okay?,Are you an okay?,Is okay you?,1,상대의 상태가 괜찮은지 물을 때 Are you okay?가 자연스럽다.,Are you okay? = 괜찮아?,GENERATED,QURVE Daily English,UNREVIEWED
EN,A1,Lv1,LEARNING,LISTENING,WORD_RECOGNITION,MULTIPLE_CHOICE,FAMILY,Listen and choose the word you hear.,,sister,sister,winter,water,letter,1,audioScript에서 발음된 단어는 sister이다.,"sister = 자매, 여자 형제",GENERATED,CEFR-based,UNREVIEWED
EN,A1,Lv1,LEARNING,LISTENING,SENTENCE_RECOGNITION,MULTIPLE_CHOICE,HOBBY,Listen and choose the sentence you hear.,,I like music.,I like tennis.,I like music.,I like movies.,I like cooking.,2,audioScript의 문장은 I like music.이다.,I like music. = 나는 음악을 좋아한다.,GENERATED,CEFR-based,UNREVIEWED
EN,A1,Lv1,LEARNING,LISTENING,LISTENING_RESPONSE,MULTIPLE_CHOICE,INTRODUCTION,Listen to the question and choose the best response.,,Where are you from?,I'm from Korea.,I'm thirteen dollars.,It's on the table.,At six o'clock.,1,Where are you from?은 출신 지역이나 나라를 묻는 질문이므로 I'm from Korea.가 알맞다.,어디에서 왔어요? / 저는 한국에서 왔어요.,GENERATED,CEFR-based,UNREVIEWED
EN,A1,Lv1,LEARNING,LISTENING,LISTENING_INFORMATION,MULTIPLE_CHOICE,SCHOOL,Listen and choose the room number.,,English class is in Room Six.,Room 2,Room 4,Room 6,Room 8,3,audioScript에서 English class is in Room Six라고 했으므로 6번 교실이다.,영어 수업은 6번 교실에 있습니다.,GENERATED,CEFR-based,UNREVIEWED
EN,A1,Lv1,LEARNING,LISTENING,DICTATION,DICTATION,DAILY_LIFE,Listen and choose the missing word: 'I need a ___.',,I need a chair.,chair,train,cake,doctor,1,audioScript의 문장은 I need a chair.이므로 빈칸은 chair이다.,나는 의자가 필요하다.,GENERATED,CEFR-based,UNREVIEWED
EN,A1,Lv2,LEARNING,LISTENING,LISTENING_DIALOGUE,MULTIPLE_CHOICE,SHOPPING,Listen to the dialogue. What does the customer want?,,"Customer: Do you have this shirt in blue? Clerk: Yes, we do.",A red shirt,A blue shirt,Black shoes,A green bag,2,고객이 Do you have this shirt in blue?라고 물었으므로 파란 셔츠를 원한다.,"고객: 이 셔츠 파란색 있나요? 직원: 네, 있습니다.",GENERATED,CEFR-based,UNREVIEWED
EN,A1,Lv2,LEARNING,LISTENING,LIFE_LISTENING,MULTIPLE_CHOICE,PUBLIC_PLACE,Listen to the announcement. What should visitors do?,,Please keep the door closed. Thank you.,Run inside,Close the park,Keep the door closed,Buy a ticket,3,안내에서 Please keep the door closed라고 요청하므로 문을 닫아 두어야 한다.,문을 닫아 두세요. 감사합니다.,GENERATED,CEFR-based,UNREVIEWED
EN,A1,Lv2,LEARNING,LISTENING,INTENTION,MULTIPLE_CHOICE,PHONE,Listen to the message. Why is the speaker calling?,,"Hi, it's Kate. I'm a little late today. Can we meet at five instead?",To cancel lunch,To ask for an address,To say happy birthday,To change a meeting time,4,화자가 Can we meet at five instead?라고 하므로 약속 시간을 변경하려고 전화했다.,"안녕, 나 케이트야. 오늘 조금 늦을 것 같아. 대신 5시에 만날 수 있을까?",GENERATED,CEFR-based,UNREVIEWED
EN,A1,Lv2,LEARNING,LISTENING,PRONUNCIATION_DISTINCTION,MULTIPLE_CHOICE,DAILY_LIFE,Listen and choose the word you hear.,,tree,three,tree,free,tea,2,audioScript에서 발음되는 단어는 tree이다. three와 첫소리가 다르다.,tree = 나무,GENERATED,CEFR-based,UNREVIEWED
EN,A1,Lv2,LEARNING,LISTENING,LISTENING_INFORMATION,MULTIPLE_CHOICE,RESTAURANT,Listen and choose how many sandwiches the speaker wants.,,"Can I have two sandwiches, please?",One,Two,Three,Four,2,audioScript에서 two sandwiches라고 했으므로 두 개를 주문한다.,샌드위치 두 개 주세요.,GENERATED,CEFR-based,UNREVIEWED
