level,category,subType,questionFormat,questionText,passageText,choice1,choice2,choice3,choice4,answerIndex,explanation,questionFocus
N4,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,みきさんは何時ごろ駅に着きますか。,みきさんは三時の電車に乗りました。駅まで四十分かかります。電車は時間どおりに出ました。,3시,3시 20분,3시 40분,4시,2,3시에 출발하고 40분이 걸리므로 3시 40분쯤 도착한다.,추론
N4,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,この文章の内容に合うものはどれですか。,私は犬を飼っています。名前はポチです。ポチは朝の散歩が大好きですが、雨の日は外へ出たがりません。,포치는 비 오는 날 산책을 좋아한다,포치는 아침 산책을 좋아한다,포치는 고양이다,포치는 밤에만 산책한다,1,포치는 아침 산책을 매우 좋아한다고 했다.,세부 정보 파악
N4,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,母は何を作りましたか。,今日は妹の誕生日です。母は朝からケーキを作りました。夜、家族みんなで食べます。,빵,초밥,케이크,카레,2,어머니가 아침부터 케이크를 만들었다고 했다.,세부 정보 파악
N4,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,学生はいつまでにレポートを出しますか。,先生は『レポートは金曜日の午後五時までに出してください』と言いました。遅れたレポートは受け取りません。,목요일 오후 5시,금요일 오전 5시,금요일 오후 5시,토요일 오후 5시,2,제출 기한은 금요일 오후 5시까지이다.,세부 정보 파악
N4,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,この人はどうして窓を閉めましたか。,部屋で本を読んでいたら、外の風が強くなりました。机の上の紙が飛びそうだったので、窓を閉めました。,비가 와서,추워서,종이가 날아갈 것 같아서,밖이 시끄러워서,2,강한 바람 때문에 책상 위 종이가 날아갈 것 같아 창문을 닫았다.,추론
N4,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,ゆうこさんは明日何を持って行きますか。,明日は学校で料理の授業があります。先生から、エプロンとタオルを持って来るように言われました。,우산과 수건,앞치마와 수건,교과서와 연필,도시락과 물,1,선생님이 앞치마와 수건을 가져오라고 했다.,세부 정보 파악
N4,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,この店でできないことは何ですか。,このカフェではコーヒーやケーキを店内で楽しめます。持ち帰りもできますが、店内でたばこを吸うことはできません。,커피를 마시는 것,케이크를 먹는 것,포장하는 것,담배를 피우는 것,3,카페 안에서는 담배를 피울 수 없다고 했다.,세부 정보 파악
N4,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,健さんはどこへ行きますか。,健さんは頭が痛くて、朝から熱もあります。仕事を休んで、近くの病院へ行くことにしました。,회사,학교,병원,약국만,2,두통과 열 때문에 일을 쉬고 근처 병원에 가기로 했다.,세부 정보 파악
N4,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,この文章の主な内容は何ですか。,私は毎晩寝る前に日記を書いています。その日にあったことを書くと、気持ちが落ち着きます。忙しい日も五分だけ書きます。,일기를 쓰는 습관,아침 운동 방법,바쁜 회사 생활,책 읽기의 장점,0,매일 밤 일기를 쓰는 습관과 그 이유가 중심 내용이다.,주제 파악
N4,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,駅前の工事はいつ終わりますか。,駅前では今、道路の工事をしています。工事は来週の水曜日に終わる予定です。それまではバス停が駅の北側に変わります。,이번 주 수요일,다음 주 수요일,다음 주 금요일,이번 달 말,1,공사는 다음 주 수요일에 끝날 예정이라고 했다.,세부 정보 파악
N4,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,バスに乗る人はどこへ行けばいいですか。,駅前では今、道路の工事をしています。工事が終わるまで、バス停は駅の北側にあります。南側の古いバス停は使えません。,역 남쪽,역 북쪽,공원 앞,도로 반대편 상점,1,공사 기간에는 버스 정류장이 역 북쪽에 있다고 했다.,세부 정보 파악
N4,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,あきらさんはなぜ本を買いませんでしたか。,あきらさんは本屋で欲しかった本を見つけました。しかし、財布に千円しかなく、本は千五百円だったので買えませんでした。,책이 재미없어 보여서,이미 같은 책이 있어서,돈이 부족해서,서점이 문을 닫아서,2,"책은 1,500엔인데 가진 돈은 1,000엔이라 살 수 없었다.",추론
N4,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,このメモを書いた人は何をしてほしいですか。,冷蔵庫の中に夕ご飯があります。帰りが遅くなるので、先に食べてください。食べたあと、皿を洗ってください。,저녁을 만들고 기다리는 것,먼저 먹고 접시를 씻는 것,냉장고를 청소하는 것,밖에서 저녁을 사는 것,1,먼저 저녁을 먹고 식사 후 접시를 씻어 달라고 했다.,인물 의도 파악
N4,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,この文章から分かることは何ですか。,中村さんは毎日自転車で会社へ行きます。雨の日だけは電車を使います。今日は朝から雨が降っています。,오늘 자전거로 출근한다,오늘 전철로 출근한다,오늘 회사에 가지 않는다,오늘 걸어서 출근한다,1,비 오는 날에는 전철을 이용하며 오늘은 비가 오므로 전철로 출근한다고 추론할 수 있다.,추론
