level,category,subType,questionFormat,questionText,choice1,choice2,choice3,choice4,answerIndex,explanation,targetExpression,targetMeaning
N2,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「見直す」の使い方として最も適切なものを選んでください。,山を見直して景色を見ました。,友達を見直して会いました。,時計を見直して買いましただけ。,現在の制度を見直す必要があります。,3,見直す는 제도나 계획 등을 다시 검토한다는 의미로 쓴다.,見直す,재검토하다
N2,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「補う」の使い方として最も適切なものを選んでください。,不足している栄養をサプリメントで補います。,駅を電車で補います。,本を机で補います。,雨を傘で補って晴れます。,0,補う는 부족한 부분을 다른 것으로 채울 때 사용한다.,補う,보충하다
N2,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「遂げる」の使い方として最も適切なものを選んでください。,駅を遂げて電車に乗りました。,長年の努力の末、目標を遂げました。,昼食を遂げて食べました。,雨を遂げて傘を開きました。,1,遂げる는 목표나 임무를 끝까지 이루는 의미다.,遂げる,이루다; 완수하다
N2,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「免れる」の使い方として最も適切なものを選んでください。,被害を免れて受けました。,駅を免れて着きました。,早く避難したため、大きな被害を免れました。,本を免れて読みました。,2,免れる는 좋지 않은 상황이나 피해를 피한다는 뜻이다.,免れる,면하다; 피하다
N2,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「妨げる」の使い方として最も適切なものを選んでください。,集中を妨げてよく集中しました。,駅を妨げて到着しました。,昼食を妨げて食べました。,騒音が集中を妨げています。,3,妨げる는 행동이나 진행을 어렵게 만들어 방해할 때 쓴다.,妨げる,방해하다
N2,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「維持する」の使い方として最も適切なものを選んでください。,健康を維持するために毎日運動しています。,健康を維持して病気にします。,駅を維持して乗ります。,本を維持して読み終えます。,0,維持する는 좋은 상태가 계속되도록 유지할 때 사용한다.,維持する,유지하다
N2,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「把握する」の使い方として最も適切なものを選んでください。,現状を把握して忘れます。,まず現状を正確に把握する必要があります。,駅を把握して食べます。,雨を把握して降らせます。,1,把握する는 상황이나 내용을 정확히 이해하고 파악할 때 쓴다.,把握する,파악하다
N2,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「配慮する」の使い方として最も適切なものを選んでください。,周囲を配慮して大声を出しました。,駅を配慮して乗りました。,周囲の人に配慮して、声を小さくしました。,本を配慮して閉じました。,2,配慮する는 다른 사람이나 상황을 고려하여 행동할 때 사용한다.,配慮する,배려하다
N2,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「考慮する」の使い方として最も適切なものを選んでください。,安全性を考慮して無視します。,駅を考慮して読みます。,雨を考慮して昨日です。,費用だけでなく安全性も考慮するべきです。,3,考慮する는 여러 요소를 판단에 포함하여 고려한다는 뜻이다.,考慮する,고려하다
N2,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「あらかじめ」の使い方として最も適切なものを選んでください。,参加する場合は、あらかじめ予約してください。,昨日あらかじめ終わりました。,あらかじめ突然雨が降りました。,毎日あらかじめ同じです。,0,あらかじめ는 일이 일어나기 전에 미리 준비할 때 쓴다.,あらかじめ,미리
N2,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「むしろ」の使い方として最も適切なものを選んでください。,むしろ三時に会いましょう。,便利になるどころか、むしろ使いにくくなりました。,毎朝むしろ七時です。,机はむしろ木でできています。,1,むしろ는 예상과 반대로 다른 쪽이 더 적절함을 나타낸다.,むしろ,오히려
N2,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「極めて」の使い方として最も適切なものを選んでください。,極めて駅へ行きます。,本を極めて一冊買います。,この問題は極めて重要です。,極めて昨日でした。,2,極めて는 정도가 매우 높음을 나타내는 격식 있는 부사다.,極めて,극히; 매우
N2,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「おおむね」の使い方として最も適切なものを選んでください。,おおむね一秒だけです。,おおむね絶対に違います。,駅がおおむね本です。,計画はおおむね予定どおり進んでいます。,3,おおむね는 전체적으로 보아 대체로 그러함을 나타낸다.,おおむね,대체로
N2,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「直ちに」の使い方として最も適切なものを選んでください。,異常を発見した場合は直ちに連絡してください。,直ちにいつか連絡します。,直ちにゆっくり休みます。,毎年直ちに春です。,0,直ちに는 지체 없이 즉시 행동함을 나타낸다.,直ちに,즉시
N2,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「一層」の使い方として最も適切なものを選んでください。,一層を一つ買いました。,今後は一層の努力が必要です。,一層昨日に戻ります。,駅が一層三時です。,1,一層는 이전보다 정도가 한층 더 높아짐을 나타낸다.,一層,한층 더
N2,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「あえて」の使い方として最も適切なものを選んでください。,あえて偶然会いました。,毎日あえて自然に起きます。,難しいと分かっていたが、あえて挑戦しました。,あえて知らないうちに雨でした。,2,あえて는 어려움이나 위험을 알면서도 굳이 행동할 때 쓴다.,あえて,굳이
N2,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「いずれ」の使い方として最も適切なものを選んでください。,いずれ昨日解決しました。,いずれ必ず今この瞬間です。,毎朝いずれ七時です。,今は難しくても、いずれ解決するでしょう。,3,いずれ는 미래의 어느 시점인 '언젠가'라는 뜻으로 쓸 수 있다.,いずれ,언젠가
N2,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「一応」の使い方として最も適切なものを選んでください。,念のため、一応内容を確認しておきます。,一応絶対に間違いありません。,一応を三つ買いました。,駅が一応青いです。,0,一応는 충분하지 않을 수 있지만 우선 필요한 정도로 한다는 뜻이다.,一応,일단; 우선
N2,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「さほど」の使い方として最も適切なものを選んでください。,さほど非常に難しいです。,この作業はさほど難しくありません。,さほど必ず行きます。,本をさほど一冊買いました。,1,さほど는 주로 부정과 함께 '그다지'라는 뜻으로 사용한다.,さほど,그다지
N2,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「あくまで」の使い方として最も適切なものを選んでください。,あくまで偶然会いました。,あくまで三時に着きましただけ。,これはあくまで私個人の意見です。,駅はあくまで近い昨日です。,2,あくまで는 어디까지나 특정 입장이나 원칙임을 강조한다.,あくまで,어디까지나
N2,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「あらゆる」の使い方として最も適切なものを選んでください。,あらゆる一つだけ選びました。,昨日をあらゆるしました。,駅へあらゆる三時です。,あらゆる可能性を考えて準備しました。,3,あらゆる는 가능한 모든 종류나 범위를 나타낸다.,あらゆる,모든; 온갖
N2,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「著しい」の使い方として最も適切なものを選んでください。,この地域では人口の減少が著しいです。,人口が著しく一人だけです。,駅が著しく本を読みます。,雨が著しいを買いました。,0,著しい는 변화나 차이가 눈에 띄게 크다는 뜻이다.,著しい,현저하다
N2,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「妥当」の使い方として最も適切なものを選んでください。,判断を妥当に食べました。,この判断は妥当だと考えられます。,駅が妥当を読みます。,妥当な雨が昨日です。,1,妥当는 판단이나 방법이 상황에 적절하고 타당하다는 뜻이다.,妥当,타당하다
N2,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「柔軟」の使い方として最も適切なものを選んでください。,柔軟に絶対変えません。,駅を柔軟に食べます。,状況に応じて柔軟に対応する必要があります。,昨日が柔軟を読みました。,2,柔軟に対応する는 상황에 맞게 융통성 있게 대응한다는 뜻이다.,柔軟,유연하다
N2,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「適切」の使い方として最も適切なものを選んでください。,適切を三つ買いました。,駅が適切に昨日です。,本を適切な雨で読みます。,問題が起きたら適切な方法で対応してください。,3,適切는 상황이나 목적에 알맞다는 뜻이다.,適切,적절하다
N2,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「膨大」の使い方として最も適切なものを選んでください。,調査には膨大な量のデータが必要です。,膨大な一枚だけあります。,駅を膨大に歩きます。,膨大が昨日を読みます。,0,膨大는 양이나 규모가 매우 크다는 뜻이다.,膨大,방대하다
N2,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「明確」の使い方として最も適切なものを選んでください。,明確を一冊読みます。,目標を明確にしてから計画を立てましょう。,駅が明確に食べます。,雨を明確な昨日です。,1,明確는 내용이나 기준이 분명하다는 뜻이다.,明確,명확하다
N2,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「円滑」の使い方として最も適切なものを選んでください。,円滑に止めるため邪魔しました。,駅を円滑な本です。,会議を円滑に進めるため、資料を事前に配りました。,昨日を円滑に食べます。,2,円滑는 일이 막힘없이 순조롭게 진행되는 상태를 나타낸다.,円滑,원활하다
N2,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「慎重」の使い方として最も適切なものを選んでください。,慎重に何も考えず決めます。,駅を慎重な昨日です。,本が慎重を食べます。,重要な契約なので、慎重に判断してください。,3,慎重는 실수가 없도록 조심스럽게 판단하는 태도를 나타낸다.,慎重,신중하다
