level,category,subType,questionFormat,questionText,choice1,choice2,choice3,choice4,answerIndex,explanation,targetExpression,targetMeaning
N1,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「ことごとく」の使い方として最も適切なものを選んでください。,ことごとくを一冊買って机の上に置いた。,駅がことごとくので、昼ご飯を食べた。,昨日をことごとくながら天気が三時になった。,彼が提案した案は、会議でことごとく否定された。,3,여러 대상이 예외 없이 모두 같은 결과를 맞았음을 나타낸다.,ことごとく,모조리
N1,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「かろうじて」の使い方として最も適切なものを選んでください。,締め切りの数分前に、かろうじて書類を提出できた。,かろうじてを一冊買って机の上に置いた。,駅がかろうじてので、昼ご飯を食べた。,昨日をかろうじてながら天気が三時になった。,0,매우 아슬아슬하게 목표를 달성했음을 나타낸다.,かろうじて,간신히
N1,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「おのずと」の使い方として最も適切なものを選んでください。,おのずとを一冊買って机の上に置いた。,目的が明確になれば、取るべき方法もおのずと見えてくる。,駅がおのずとので、昼ご飯を食べた。,昨日をおのずとながら天気が三時になった。,1,조건이 갖춰지면 인위적 노력 없이 자연히 결과가 나타남을 뜻한다.,おのずと,저절로
N1,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「もはや」の使い方として最も適切なものを選んでください。,もはやを一冊買って机の上に置いた。,駅がもはやので、昼ご飯を食べた。,従来の方法だけでは、もはや問題に対応できない。,昨日をもはやながら天気が三時になった。,2,상황이 이미 변해 이전 상태가 더 이상 성립하지 않음을 나타낸다.,もはや,이미; 더 이상
N1,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「強いて」の使い方として最も適切なものを選んでください。,強いてを一冊買って机の上に置いた。,駅が強いてので、昼ご飯を食べた。,昨日を強いてながら天気が三時になった。,強いて一つ選ぶなら、私はこの案を支持する。,3,꼭 하나를 선택해야 하는 등 무리해서 굳이 하는 상황에 쓴다.,強いて,굳이
N1,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「一概に」の使い方として最も適切なものを選んでください。,利用者が減ったからといって、サービスが悪いとは一概に言えない。,一概にを一冊買って机の上に置いた。,駅が一概にので、昼ご飯を食べた。,昨日を一概にながら天気が三時になった。,0,모든 경우를 하나로 묶어 단정할 수 없다는 문맥에서 자주 쓴다.,一概に,일률적으로
N1,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「あながち」の使い方として最も適切なものを選んでください。,あながちを一冊買って机の上に置いた。,彼の意見も、あながち間違いとは言えない。,駅があながちので、昼ご飯を食べた。,昨日をあながちながら天気が三時になった。,1,주로 부정 표현과 함께 반드시 틀렸다고만은 할 수 없음을 나타낸다.,あながち,반드시 ~인 것만은
N1,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「顕著」の使い方として最も適切なものを選んでください。,顕著を一冊買って机の上に置いた。,駅が顕著ので、昼ご飯を食べた。,制度変更後、利用者数の増加が顕著に見られた。,昨日を顕著ながら天気が三時になった。,2,변화나 특징이 뚜렷하고 눈에 띌 때 사용한다.,顕著,현저하다
N1,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「妥当」の使い方として最も適切なものを選んでください。,妥当を一冊買って机の上に置いた。,駅が妥当ので、昼ご飯を食べた。,昨日を妥当ながら天気が三時になった。,複数の条件を考えると、この判断は妥当だと言える。,3,판단이나 방법이 상황에 비추어 적절하고 합리적일 때 쓴다.,妥当,타당하다
N1,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「抜本的」の使い方として最も適切なものを選んでください。,問題を解決するには、制度の抜本的な見直しが必要だ。,抜本的を一冊買って机の上に置いた。,駅が抜本的ので、昼ご飯を食べた。,昨日を抜本的ながら天気が三時になった。,0,문제의 근본부터 크게 고치는 변화에 사용한다.,抜本的,근본적인
N1,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「暫定的」の使い方として最も適切なものを選んでください。,暫定的を一冊買って机の上に置いた。,正式な方針が決まるまで、暫定的なルールで運用する。,駅が暫定的ので、昼ご飯を食べた。,昨日を暫定的ながら天気が三時になった。,1,최종 결정 전 임시로 적용되는 상태를 나타낸다.,暫定的,잠정적인
N1,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「画期的」の使い方として最も適切なものを選んでください。,画期的を一冊買って机の上に置いた。,駅が画期的ので、昼ご飯を食べた。,この技術は従来の常識を変える画期的なものだ。,昨日を画期的ながら天気が三時になった。,2,기존과 크게 달라 새로운 시대를 열 정도로 획기적인 경우에 쓴다.,画期的,획기적인
N1,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「不可欠」の使い方として最も適切なものを選んでください。,不可欠を一冊買って机の上に置いた。,駅が不可欠ので、昼ご飯を食べた。,昨日を不可欠ながら天気が三時になった。,安定した運用には、定期的な点検が不可欠だ。,3,목적 달성에 반드시 필요하여 빠질 수 없음을 나타낸다.,不可欠,불가결하다
