language,cefrLevel,qurveLevel,usageType,category,subType,questionFormat,topic,questionText,passage,audioScript,option1,option2,option3,option4,correctAnswer,explanation,koreanTranslation,sourceType,sourceReference,reviewStatus
EN,C1,Lv9,LEARNING,GRAMMAR,GRAMMAR_BLANK,MULTIPLE_CHOICE,TRAVEL,No sooner had we reached the station ___ the train arrived.,,,that,when,than,while,3,문맥과 문법 구조를 고려할 때 해당 선택지가 유일하게 자연스럽고 정확하다.,정답 문장/표현: than,GENERATED,CEFR-J Grammar Profile,UNREVIEWED
EN,C1,Lv9,LEARNING,GRAMMAR,SENTENCE_ORDER,MULTIPLE_CHOICE,WORK,Choose the most natural sentence.,,,The reason only did I after the meeting understand.,Only after the meeting I understood the reason for the change.,Did I understand only after meeting the reason change.,Only after the meeting did I understand the reason for the change.,4,문맥과 문법 구조를 고려할 때 해당 선택지가 유일하게 자연스럽고 정확하다.,정답 문장/표현: Only after the meeting did I understand the reason for the change.,GENERATED,CEFR-J Grammar Profile,UNREVIEWED
EN,C1,Lv9,LEARNING,READING,MAIN_IDEA,MULTIPLE_CHOICE,WORK,What is the main point?,"Flexible work succeeds less because of location itself than because teams establish clear expectations about availability, decision-making, and reporting. Without shared rules, flexibility can create confusion rather than freedom.",,Flexible work works best when expectations and communication are clear.,The passage argues the opposite.,The passage does not provide enough support for this.,This focuses on a minor or unrelated point.,1,지문의 핵심 논리와 세부 정보를 종합하면 해당 선택지가 가장 타당하다.,"Flexible work succeeds less because of location itself than because teams establish clear expectations about availability, decision-making, and reporting. Without shared rules, flexibility can create confusion rather than freedom.",GENERATED,CEFR-based,UNREVIEWED
EN,C1,Lv9,LEARNING,READING,INFERENCE,MULTIPLE_CHOICE,DAILY_LIFE,What does the writer suggest about convenience?,"Faster services save time, yet they can also create expectations of faster responses. Convenience may remove one burden while quietly introducing another.",,The passage argues the opposite.,Convenience can have hidden costs.,The passage does not provide enough support for this.,This focuses on a minor or unrelated point.,2,지문의 핵심 논리와 세부 정보를 종합하면 해당 선택지가 가장 타당하다.,"Faster services save time, yet they can also create expectations of faster responses. Convenience may remove one burden while quietly introducing another.",GENERATED,CEFR-based,UNREVIEWED
EN,C1,Lv9,LEARNING,READING,DETAIL,MULTIPLE_CHOICE,PUBLIC_PLACE,Who must register in advance?,"The main exhibition requires no booking. The afternoon conservation workshop has limited places, so participants must register online by Thursday.",,The passage does not provide enough support for this.,The passage argues the opposite.,People who want to attend the workshop.,This focuses on a minor or unrelated point.,3,지문의 핵심 논리와 세부 정보를 종합하면 해당 선택지가 가장 타당하다.,"The main exhibition requires no booking. The afternoon conservation workshop has limited places, so participants must register online by Thursday.",GENERATED,CEFR-based,UNREVIEWED
EN,C1,Lv9,LEARNING,READING,PURPOSE,MULTIPLE_CHOICE,SCHOOL,What is the instructor emphasizing?,"A brief summary is useful, but your final essay should focus on evaluating the author's argument and supporting your own reasoning with evidence.",,This focuses on a minor or unrelated point.,The passage argues the opposite.,The passage does not provide enough support for this.,Evaluation and evidence matter more than lengthy summary.,4,지문의 핵심 논리와 세부 정보를 종합하면 해당 선택지가 가장 타당하다.,"A brief summary is useful, but your final essay should focus on evaluating the author's argument and supporting your own reasoning with evidence.",GENERATED,CEFR-based,UNREVIEWED
EN,C1,Lv9,LEARNING,READING,SHORT_MESSAGE,MULTIPLE_CHOICE,HEALTH,What can be inferred?,"Ambitious health plans are often abandoned quickly. Smaller changes may produce slower results, but habits that fit daily life are more likely to survive busy periods.",,Sustainable small changes may outperform extreme plans.,The passage argues the opposite.,The passage does not provide enough support for this.,This focuses on a minor or unrelated point.,1,지문의 핵심 논리와 세부 정보를 종합하면 해당 선택지가 가장 타당하다.,"Ambitious health plans are often abandoned quickly. Smaller changes may produce slower results, but habits that fit daily life are more likely to survive busy periods.",GENERATED,CEFR-based,UNREVIEWED
EN,C1,Lv9,LEARNING,READING,INFERENCE,MULTIPLE_CHOICE,WORK,What is the writer mainly arguing?,"Visible activity such as messages and meetings is easy to count, but it may reward busyness rather than useful outcomes.",,The passage argues the opposite.,Productivity requires more than counting visible activity.,The passage does not provide enough support for this.,This focuses on a minor or unrelated point.,2,지문의 핵심 논리와 세부 정보를 종합하면 해당 선택지가 가장 타당하다.,"Visible activity such as messages and meetings is easy to count, but it may reward busyness rather than useful outcomes.",GENERATED,CEFR-based,UNREVIEWED
EN,C1,Lv9,LEARNING,READING,MAIN_IDEA,MULTIPLE_CHOICE,SCHOOL,What does the passage imply?,"Experts sometimes skip background information because familiar concepts feel obvious to them, making their explanations harder for beginners to follow.",,The passage does not provide enough support for this.,The passage argues the opposite.,Experts may forget what beginners do not yet know.,This focuses on a minor or unrelated point.,3,지문의 핵심 논리와 세부 정보를 종합하면 해당 선택지가 가장 타당하다.,"Experts sometimes skip background information because familiar concepts feel obvious to them, making their explanations harder for beginners to follow.",GENERATED,CEFR-based,UNREVIEWED
EN,C1,Lv9,LEARNING,READING,DETAIL,MULTIPLE_CHOICE,TRAVEL,Why was timed entry introduced?,Timed entry was introduced after visitor numbers rose sharply. Officials want to spread arrivals across the day rather than reduce total attendance.,,This focuses on a minor or unrelated point.,The passage argues the opposite.,The passage does not provide enough support for this.,To reduce crowding by spreading arrivals more evenly.,4,지문의 핵심 논리와 세부 정보를 종합하면 해당 선택지가 가장 타당하다.,Timed entry was introduced after visitor numbers rose sharply. Officials want to spread arrivals across the day rather than reduce total attendance.,GENERATED,CEFR-based,UNREVIEWED
EN,C1,Lv9,LEARNING,READING,PURPOSE,MULTIPLE_CHOICE,SHOPPING,Why might the cheaper model cost more in the long term?,"A cheaper appliance requires expensive replacement filters every two months, while a more expensive model has a washable filter designed to last for years.",,Its replacement parts create recurring costs.,The passage argues the opposite.,The passage does not provide enough support for this.,This focuses on a minor or unrelated point.,1,지문의 핵심 논리와 세부 정보를 종합하면 해당 선택지가 가장 타당하다.,"A cheaper appliance requires expensive replacement filters every two months, while a more expensive model has a washable filter designed to last for years.",GENERATED,CEFR-based,UNREVIEWED
EN,C1,Lv9,LEARNING,READING,INFERENCE,MULTIPLE_CHOICE,WORK,What may affect the policy's success?,"The hybrid-work rules are clear, but employees worry individual managers may interpret them differently. Additional guidance is planned.",,The passage argues the opposite.,How consistently managers apply it.,The passage does not provide enough support for this.,This focuses on a minor or unrelated point.,2,지문의 핵심 논리와 세부 정보를 종합하면 해당 선택지가 가장 타당하다.,"The hybrid-work rules are clear, but employees worry individual managers may interpret them differently. Additional guidance is planned.",GENERATED,CEFR-based,UNREVIEWED
EN,C1,Lv9,LEARNING,DAILY_ENGLISH,SITUATION_EXPRESSION,MULTIPLE_CHOICE,WORK,Choose the most natural expression for this situation: You disagree with a colleague's proposal but want to remain constructive.,,,That expression does not address the situation.,That response is unnecessarily confrontational.,"I can see why you'd suggest that, though I have a slightly different concern.",That wording is unnatural in this context.,3,상황의 의도와 격식 수준을 고려할 때 가장 자연스럽고 적절한 표현이다.,"상황: You disagree with a colleague's proposal but want to remain constructive. / 표현: I can see why you'd suggest that, though I have a slightly different concern.",GENERATED,QURVE Daily English,UNREVIEWED
EN,C1,Lv9,LEARNING,DAILY_ENGLISH,DIALOGUE_BLANK,MULTIPLE_CHOICE,PHONE,Choose the most natural expression for this situation: You may have misunderstood an explanation and want clarification.,,,That wording is unnatural in this context.,That response is unnecessarily confrontational.,That expression does not address the situation.,I may have misunderstood. Could you put that another way?,4,상황의 의도와 격식 수준을 고려할 때 가장 자연스럽고 적절한 표현이다.,상황: You may have misunderstood an explanation and want clarification. / 표현: I may have misunderstood. Could you put that another way?,GENERATED,QURVE Daily English,UNREVIEWED
EN,C1,Lv9,LEARNING,DAILY_ENGLISH,NATURAL_RESPONSE,MULTIPLE_CHOICE,APPOINTMENT,Choose the most natural expression for this situation: Someone asks to bring a deadline forward by one day.,,,"I think that may be possible, but let me check the schedule first.",That response is unnecessarily confrontational.,That expression does not address the situation.,That wording is unnatural in this context.,1,상황의 의도와 격식 수준을 고려할 때 가장 자연스럽고 적절한 표현이다.,"상황: Someone asks to bring a deadline forward by one day. / 표현: I think that may be possible, but let me check the schedule first.",GENERATED,QURVE Daily English,UNREVIEWED
EN,C1,Lv9,LEARNING,DAILY_ENGLISH,SIMILAR_EXPRESSION,MULTIPLE_CHOICE,MESSAGE,Choose the most natural expression for this situation: You think someone may be giving too much importance to a minor detail.,,,That response is unnecessarily confrontational.,I wouldn't read too much into it.,That expression does not address the situation.,That wording is unnatural in this context.,2,상황의 의도와 격식 수준을 고려할 때 가장 자연스럽고 적절한 표현이다.,상황: You think someone may be giving too much importance to a minor detail. / 표현: I wouldn't read too much into it.,GENERATED,QURVE Daily English,UNREVIEWED
EN,C1,Lv9,LEARNING,DAILY_ENGLISH,POLITE_EXPRESSION,MULTIPLE_CHOICE,PUBLIC_PLACE,"Choose the most natural expression for this situation: A rule refers to 'valid identification,' but the meaning is unclear.",,,That expression does not address the situation.,That response is unnecessarily confrontational.,Could you clarify what you mean by 'valid identification'?,That wording is unnatural in this context.,3,상황의 의도와 격식 수준을 고려할 때 가장 자연스럽고 적절한 표현이다.,"상황: A rule refers to 'valid identification,' but the meaning is unclear. / 표현: Could you clarify what you mean by 'valid identification'?",GENERATED,QURVE Daily English,UNREVIEWED
EN,C1,Lv9,LEARNING,DAILY_ENGLISH,DIALOGUE_ORDER,MULTIPLE_CHOICE,WORK,Choose the most natural expression for this situation: A timeline looks unrealistic because a supplier needs another week.,,,That wording is unnatural in this context.,That response is unnecessarily confrontational.,That expression does not address the situation.,Let's verify the delivery date with the supplier before revising the timeline.,4,상황의 의도와 격식 수준을 고려할 때 가장 자연스럽고 적절한 표현이다.,상황: A timeline looks unrealistic because a supplier needs another week. / 표현: Let's verify the delivery date with the supplier before revising the timeline.,GENERATED,QURVE Daily English,UNREVIEWED
EN,C1,Lv9,LEARNING,DAILY_ENGLISH,KOREAN_TO_ENGLISH,MULTIPLE_CHOICE,WORK,Choose the most natural expression for this situation: You want to say that a decision's future effects need consideration.,,,We need to consider what impact that decision may have in the long term.,That response is unnecessarily confrontational.,That expression does not address the situation.,That wording is unnatural in this context.,1,상황의 의도와 격식 수준을 고려할 때 가장 자연스럽고 적절한 표현이다.,상황: You want to say that a decision's future effects need consideration. / 표현: We need to consider what impact that decision may have in the long term.,GENERATED,QURVE Daily English,UNREVIEWED
EN,C1,Lv9,LEARNING,DAILY_ENGLISH,NATURAL_RESPONSE,MULTIPLE_CHOICE,TRAVEL,"Choose the most natural expression for this situation: A direct flight costs more, but alternatives involve two long connections.",,,That response is unnecessarily confrontational.,It may be worth paying more if it saves that much time and hassle.,That expression does not address the situation.,That wording is unnatural in this context.,2,상황의 의도와 격식 수준을 고려할 때 가장 자연스럽고 적절한 표현이다.,"상황: A direct flight costs more, but alternatives involve two long connections. / 표현: It may be worth paying more if it saves that much time and hassle.",GENERATED,QURVE Daily English,UNREVIEWED
EN,C1,Lv9,LEARNING,DAILY_ENGLISH,SITUATION_EXPRESSION,MULTIPLE_CHOICE,SCHOOL,Choose the most natural expression for this situation: You want to challenge a conclusion politely during a discussion.,,,That expression does not address the situation.,That response is unnecessarily confrontational.,I'm not entirely convinced that conclusion follows from the evidence.,That wording is unnatural in this context.,3,상황의 의도와 격식 수준을 고려할 때 가장 자연스럽고 적절한 표현이다.,상황: You want to challenge a conclusion politely during a discussion. / 표현: I'm not entirely convinced that conclusion follows from the evidence.,GENERATED,QURVE Daily English,UNREVIEWED
EN,C1,Lv9,LEARNING,DAILY_ENGLISH,SENTENCE_ORDER,MULTIPLE_CHOICE,MESSAGE,Choose the most natural expression for this situation: You learned about a schedule change too late to adjust your plans.,,,That wording is unnatural in this context.,That response is unnecessarily confrontational.,That expression does not address the situation.,"Had I known about the change earlier, I could have adjusted my plans.",4,상황의 의도와 격식 수준을 고려할 때 가장 자연스럽고 적절한 표현이다.,"상황: You learned about a schedule change too late to adjust your plans. / 표현: Had I known about the change earlier, I could have adjusted my plans.",GENERATED,QURVE Daily English,UNREVIEWED
EN,C1,Lv9,LEARNING,LISTENING,SENTENCE_RECOGNITION,MULTIPLE_CHOICE,WORK,What is the speaker's view?,,"Overall, the proposal has potential, but several sections still need revision before we can approve it.",The proposal is promising but still needs revision.,The audio does not support this interpretation.,This contradicts a key detail in the audio.,This is mentioned neither directly nor indirectly.,1,audioScript의 핵심 정보와 화자의 의도를 고려하면 해당 선택지가 정답이다.,듣기 핵심 내용: The proposal is promising but still needs revision.,GENERATED,CEFR-based,UNREVIEWED
EN,C1,Lv9,LEARNING,LISTENING,LISTENING_INFORMATION,MULTIPLE_CHOICE,TRAVEL,What happened to the flight?,,Flight five eighty-two has been delayed from two twenty to three o'clock because the incoming aircraft arrived late.,The audio does not support this interpretation.,Its departure was delayed by forty minutes.,This contradicts a key detail in the audio.,This is mentioned neither directly nor indirectly.,2,audioScript의 핵심 정보와 화자의 의도를 고려하면 해당 선택지가 정답이다.,듣기 핵심 내용: Its departure was delayed by forty minutes.,GENERATED,CEFR-based,UNREVIEWED
EN,C1,Lv9,LEARNING,LISTENING,LISTENING_DIALOGUE,MULTIPLE_CHOICE,WORK,Why does the speaker want a delay?,,"The final security test has not been completed, so I think we should push the launch back a few days.",This contradicts a key detail in the audio.,The audio does not support this interpretation.,A key test is still incomplete.,This is mentioned neither directly nor indirectly.,3,audioScript의 핵심 정보와 화자의 의도를 고려하면 해당 선택지가 정답이다.,듣기 핵심 내용: A key test is still incomplete.,GENERATED,CEFR-based,UNREVIEWED
EN,C1,Lv9,LEARNING,LISTENING,LIFE_LISTENING,MULTIPLE_CHOICE,PUBLIC_PLACE,What are listeners advised to do?,,Several city-center roads will close Saturday morning. Please allow extra travel time and consider public transport.,This is mentioned neither directly nor indirectly.,The audio does not support this interpretation.,This contradicts a key detail in the audio.,Allow extra travel time.,4,audioScript의 핵심 정보와 화자의 의도를 고려하면 해당 선택지가 정답이다.,듣기 핵심 내용: Allow extra travel time.,GENERATED,CEFR-based,UNREVIEWED
EN,C1,Lv9,LEARNING,LISTENING,INTENTION,MULTIPLE_CHOICE,MESSAGE,What is the speaker doing?,,"The figures I sent yesterday came from an older file. That was my mistake, and I'll send a corrected version within the hour.",Acknowledging a mistake and explaining how it will be corrected.,The audio does not support this interpretation.,This contradicts a key detail in the audio.,This is mentioned neither directly nor indirectly.,1,audioScript의 핵심 정보와 화자의 의도를 고려하면 해당 선택지가 정답이다.,듣기 핵심 내용: Acknowledging a mistake and explaining how it will be corrected.,GENERATED,CEFR-based,UNREVIEWED
EN,C1,Lv9,LEARNING,LISTENING,LISTENING_INFORMATION,MULTIPLE_CHOICE,SCHOOL,What should students focus on?,,Don't spend too much space summarizing the article. Focus on evaluating the author's reasoning and supporting your response with evidence.,The audio does not support this interpretation.,Evaluating reasoning and using evidence.,This contradicts a key detail in the audio.,This is mentioned neither directly nor indirectly.,2,audioScript의 핵심 정보와 화자의 의도를 고려하면 해당 선택지가 정답이다.,듣기 핵심 내용: Evaluating reasoning and using evidence.,GENERATED,CEFR-based,UNREVIEWED
EN,C1,Lv9,LEARNING,LISTENING,DICTATION,DICTATION,WORK,Which word completes the sentence?,,The evidence does not fully justify the conclusion.,This contradicts a key detail in the audio.,The audio does not support this interpretation.,justify,This is mentioned neither directly nor indirectly.,3,audioScript의 핵심 정보와 화자의 의도를 고려하면 해당 선택지가 정답이다.,듣기 핵심 내용: justify,GENERATED,CEFR-based,UNREVIEWED
EN,C1,Lv9,LEARNING,LISTENING,PRONUNCIATION_DISTINCTION,MULTIPLE_CHOICE,DAILY_LIFE,Which word do you hear?,,illegible,This is mentioned neither directly nor indirectly.,The audio does not support this interpretation.,This contradicts a key detail in the audio.,illegible,4,audioScript의 핵심 정보와 화자의 의도를 고려하면 해당 선택지가 정답이다.,듣기 핵심 내용: illegible,GENERATED,CEFR-based,UNREVIEWED
EN,C1,Lv9,LEARNING,LISTENING,LISTENING_DIALOGUE,MULTIPLE_CHOICE,APPOINTMENT,What do the speakers decide?,,"Thursday afternoon works, but I won't be near the office. Let's meet online instead, and I'll send you a link.",Meet online on Thursday afternoon.,The audio does not support this interpretation.,This contradicts a key detail in the audio.,This is mentioned neither directly nor indirectly.,1,audioScript의 핵심 정보와 화자의 의도를 고려하면 해당 선택지가 정답이다.,듣기 핵심 내용: Meet online on Thursday afternoon.,GENERATED,CEFR-based,UNREVIEWED
EN,C1,Lv9,LEARNING,LISTENING,LISTENING_RESPONSE,MULTIPLE_CHOICE,WORK,What is the speaker's concern?,,The change makes sense in principle. My concern is whether we have enough staff and time to implement it properly.,The audio does not support this interpretation.,Practical implementation may be difficult.,This contradicts a key detail in the audio.,This is mentioned neither directly nor indirectly.,2,audioScript의 핵심 정보와 화자의 의도를 고려하면 해당 선택지가 정답이다.,듣기 핵심 내용: Practical implementation may be difficult.,GENERATED,CEFR-based,UNREVIEWED
