language,cefrLevel,qurveLevel,usageType,category,subType,questionFormat,topic,questionText,passage,audioScript,option1,option2,option3,option4,correctAnswer,explanation,koreanTranslation,sourceType,sourceReference,reviewStatus
EN,B1,Lv5,LEARNING,GRAMMAR,GRAMMAR_BLANK,MULTIPLE_CHOICE,DAILY_LIFE,"Choose the correct form: I ___ this book twice, and I still enjoy it.",,,read,was reading,am reading,have read,4,과거부터 지금까지의 경험을 나타내므로 현재완료 have read가 적절하다.,나는 이 책을 두 번 읽었고 여전히 이 책이 좋다.,GENERATED,CEFR-J Grammar Profile,UNREVIEWED
EN,B1,Lv5,LEARNING,GRAMMAR,CORRECT_SENTENCE,MULTIPLE_CHOICE,TRAVEL,Choose the correct sentence.,,,"If it raining tomorrow, we will stay at the hotel.","If it will rain tomorrow, we stay at the hotel.","If it rains tomorrow, we stayed at the hotel.","If it rains tomorrow, we will stay at the hotel.",4,"미래의 가능한 조건을 나타내는 1형 조건문은 If + 현재형, 주절 will + 동사원형을 사용한다.",내일 비가 오면 우리는 호텔에 머물 것이다.,GENERATED,CEFR-J Grammar Profile,UNREVIEWED
EN,B1,Lv5,LEARNING,GRAMMAR,ERROR_FINDING,MULTIPLE_CHOICE,WORK,Which part is wrong in this sentence? 'She has worked here since three years.',,,She has worked,here,since,three years,3,기간을 나타내는 three years 앞에는 since가 아니라 for를 사용해야 한다.,그녀는 여기서 3년 동안 일해 왔다.,GENERATED,CEFR-J Grammar Profile,UNREVIEWED
EN,B1,Lv5,LEARNING,GRAMMAR,SENTENCE_ORDER,MULTIPLE_CHOICE,SCHOOL,Choose the correct sentence order for these words: finished / I / before / dinner / my project,,,Before dinner I my project finished.,Finished I before dinner my project.,I my project finished before dinner.,I finished my project before dinner.,4,기본 어순은 주어+동사+목적어이며 시간 표현 before dinner는 뒤에 자연스럽게 온다.,나는 저녁 식사 전에 프로젝트를 끝냈다.,GENERATED,CEFR-J Grammar Profile,UNREVIEWED
EN,B1,Lv5,LEARNING,GRAMMAR,GRAMMAR_BLANK,MULTIPLE_CHOICE,FAMILY,Choose the correct word: My sister is interested ___ learning photography.,,,at,for,in,with,3,be interested in + 명사/동명사가 올바른 표현이다.,내 여동생은 사진 배우기에 관심이 있다.,GENERATED,CEFR-J Grammar Profile,UNREVIEWED
EN,B1,Lv6,LEARNING,GRAMMAR,GRAMMAR_BLANK,MULTIPLE_CHOICE,HEALTH,Choose the correct form: You ___ see a doctor if the pain gets worse.,,,might have,would have,used to,should,4,현재나 미래의 상황에 대한 조언이므로 should가 가장 적절하다.,통증이 더 심해지면 의사를 만나보는 것이 좋다.,GENERATED,CEFR-J Grammar Profile,UNREVIEWED
EN,B1,Lv6,LEARNING,GRAMMAR,CORRECT_SENTENCE,MULTIPLE_CHOICE,WORK,Which sentence is grammatically correct?,,,The report was send yesterday.,The report sent yesterday.,The report was sent yesterday.,The report was sending yesterday.,3,과거 수동태는 was/were + 과거분사 형태이므로 was sent가 맞다.,보고서는 어제 발송되었다.,GENERATED,CEFR-J Grammar Profile,UNREVIEWED
EN,B1,Lv6,LEARNING,GRAMMAR,ERROR_FINDING,MULTIPLE_CHOICE,HOBBY,Which part is wrong in this sentence? 'I enjoy to cook for my friends on weekends.',,,I,enjoy,to cook,on weekends,3,enjoy 뒤에는 to부정사가 아니라 동명사 cooking을 사용한다.,나는 주말에 친구들을 위해 요리하는 것을 즐긴다.,GENERATED,CEFR-J Grammar Profile,UNREVIEWED
EN,B1,Lv6,LEARNING,GRAMMAR,GRAMMAR_BLANK,MULTIPLE_CHOICE,APPOINTMENT,"Choose the correct form: By the time I arrived, the meeting ___.",,,already starts,has already started,had already started,is already starting,3,과거의 한 시점보다 먼저 일어난 일을 나타내므로 과거완료 had already started가 적절하다.,내가 도착했을 때 회의는 이미 시작된 뒤였다.,GENERATED,CEFR-J Grammar Profile,UNREVIEWED
EN,B1,Lv6,LEARNING,GRAMMAR,SENTENCE_ORDER,MULTIPLE_CHOICE,MESSAGE,Choose the correct sentence order for these words: asked / me / whether / she / I was free,,,She asked whether me I was free.,She asked me whether I was free.,She me asked whether free I was.,Whether I was free she asked me?,2,간접의문문은 ask + 사람 + whether + 주어 + 동사 순서로 쓴다.,그녀는 내가 시간이 되는지 물었다.,GENERATED,CEFR-J Grammar Profile,UNREVIEWED
EN,B1,Lv5,LEARNING,READING,SHORT_MESSAGE,MULTIPLE_CHOICE,MESSAGE,Why is Olivia writing to Mark?,"Hi Mark, could we move our meeting from 4:00 to 5:30 today? My call with a client is taking longer than expected. Thanks, Olivia.",,To ask him for a ride home,To tell him the meeting is cancelled forever,To invite him to a concert,To ask him to change a meeting time,4,Olivia가 회의 시간을 4시에서 5시 30분으로 옮길 수 있는지 묻고 있으므로 일정 변경 요청이다.,"마크, 오늘 회의를 오후 4시에서 5시 30분으로 옮길 수 있을까? 고객과의 통화가 예상보다 길어질 것 같아.",GENERATED,CEFR-based,UNREVIEWED
EN,B1,Lv5,LEARNING,READING,NOTICE,MULTIPLE_CHOICE,PUBLIC_PLACE,What should visitors do before entering the exhibition room?,EXHIBITION NOTICE: Food and drinks are not allowed inside. Please place large bags in a locker before entering the exhibition room.,,Leave their phones at home,Buy food at the café,Put large bags in a locker,Show a student card,3,안내문에서 큰 가방은 전시장에 들어가기 전에 보관함에 넣으라고 한다.,전시실 안에서는 음식과 음료가 허용되지 않습니다. 큰 가방은 입장 전 보관함에 넣어 주세요.,GENERATED,CEFR-based,UNREVIEWED
EN,B1,Lv5,LEARNING,READING,MAIN_IDEA,MULTIPLE_CHOICE,HOBBY,What is the main idea of the passage?,"Mia wanted to exercise more, but she often felt too tired after work. Then she and a friend agreed to run together every Tuesday and Thursday. After a few weeks, going for a run became a normal part of her routine.",,Why Mia stopped exercising,How Mia made exercise part of her routine,Why gyms are expensive,How to become a professional runner,2,글은 Mia가 처음에는 운동을 꾸준히 하기 어려웠지만 친구와 계획을 세워 습관화한 과정을 설명한다.,미아는 운동을 꾸준히 하는 것이 어려웠지만 친구와 함께 정해진 요일에 달리기 시작하면서 운동을 습관으로 만들었다.,GENERATED,CEFR-based,UNREVIEWED
EN,B1,Lv5,LEARNING,READING,DETAIL,MULTIPLE_CHOICE,TRAVEL,What time must guests check out?,"Welcome to Lakeview Hotel. Check-in is after 3 p.m., and check-out is before 11 a.m. Breakfast is served on the first floor from 8 to 10 a.m.",,Before 10 a.m.,Before 11 a.m.,Before noon,Before 2 p.m.,2,이메일에 check-out is before 11 a.m.라고 명시되어 있다.,체크인은 오후 3시 이후이며 체크아웃은 오전 11시 이전입니다. 오전 8시부터 10시까지 1층에서 아침 식사가 제공됩니다.,GENERATED,CEFR-based,UNREVIEWED
EN,B1,Lv5,LEARNING,READING,PURPOSE,MULTIPLE_CHOICE,WORK,What is the purpose of this email?,"Starting next Monday, all meeting rooms must be booked through the online calendar. We will no longer use the paper schedule outside each room. Please contact the office manager if you need help with the new system.",,To complain about a colleague,To explain a new office rule,To apply for a new job,To announce a holiday,2,이메일은 다음 주부터 회의실 예약 시스템이 바뀐다는 새 사무실 규칙을 알리고 있다.,다음 주부터 회의실은 온라인 달력을 통해 예약해야 하며 문 앞의 종이 일정표는 더 이상 사용하지 않습니다.,GENERATED,CEFR-based,UNREVIEWED
EN,B1,Lv6,LEARNING,READING,INFERENCE,MULTIPLE_CHOICE,SHOPPING,Why will Daniel probably return the shoes?,"Daniel bought a pair of shoes yesterday. They felt fine in the store, but after walking around his apartment, his toes began to hurt. Luckily, he kept the receipt.",,They are the wrong size,They were too cheap,He changed his address,The store is closing,1,Daniel은 매장에서 괜찮아 보였지만 집에서 걸어 보니 발가락이 아프다고 했으므로 사이즈가 맞지 않을 가능성이 높다.,다니엘은 새 신발을 샀지만 집에서 신고 걸어 보니 발가락이 아팠다. 영수증도 보관하고 있다.,GENERATED,CEFR-based,UNREVIEWED
EN,B1,Lv6,LEARNING,READING,MAIN_IDEA,MULTIPLE_CHOICE,SCHOOL,What is the writer mainly explaining?,"Group projects can be difficult when nobody knows what they are responsible for. However, when each person has a clear task, students can share ideas, divide the work, and learn from one another.",,Why group projects should be avoided,How group work can be useful when tasks are shared clearly,Why students prefer studying alone,How to choose a school subject,2,글은 역할이 명확할 때 그룹 프로젝트가 아이디어 공유와 업무 분담에 도움이 된다는 점을 설명한다.,그룹 프로젝트는 역할이 불분명하면 어렵지만 각자의 책임을 정하면 아이디어를 공유하고 일을 나누는 데 도움이 된다.,GENERATED,CEFR-based,UNREVIEWED
EN,B1,Lv6,LEARNING,READING,DETAIL,MULTIPLE_CHOICE,HEALTH,"According to the passage, what is one recommended way to sleep better?","If you often have trouble sleeping, try going to bed at about the same time each night. It may also help to avoid caffeine late in the day and bright screens just before bed.",,Drink coffee late in the day,Use your phone in bed,Keep a regular bedtime,Exercise at midnight,3,글에서 규칙적인 취침 시간을 유지하는 것이 더 나은 수면에 도움이 된다고 한다.,더 잘 자려면 매일 비슷한 시간에 잠자리에 들고 늦은 시간에는 카페인과 밝은 화면을 피하는 것이 도움이 된다.,GENERATED,CEFR-based,UNREVIEWED
EN,B1,Lv6,LEARNING,READING,INFERENCE,MULTIPLE_CHOICE,WEATHER,What will the event organizers most likely do?,"Saturday's community event is planned for the park, but heavy rain is expected. The organizers have already reserved the nearby sports hall as a backup location.",,Move the event indoors,Cancel all future events,Ask everyone to bring bicycles,Start the event at midnight,1,야외 행사인데 강한 비가 예상되고 실내 체육관도 예약해 두었다고 했으므로 실내로 옮길 가능성이 가장 높다.,토요일 행사는 원래 공원에서 열릴 예정이지만 강한 비가 예상된다. 주최 측은 이미 근처 실내 체육관도 예약해 두었다.,GENERATED,CEFR-based,UNREVIEWED
EN,B1,Lv6,LEARNING,READING,PURPOSE,MULTIPLE_CHOICE,TRANSPORTATION,Why was this notice posted?,WEEKEND TRAVEL NOTICE: Platform 3 will be closed because of track work. Passengers traveling north should use Platform 5 instead.,,To advertise a new train service,To warn passengers about a temporary change,To ask passengers to buy monthly tickets,To explain how trains are built,2,이번 주말 선로 공사로 3번 승강장이 폐쇄되고 다른 승강장을 이용하라는 임시 변경 안내이다.,이번 주말 선로 공사로 3번 승강장이 폐쇄됩니다. 북쪽 방면 열차는 5번 승강장을 이용하세요.,GENERATED,CEFR-based,UNREVIEWED
EN,B1,Lv5,LEARNING,DAILY_ENGLISH,SITUATION_EXPRESSION,MULTIPLE_CHOICE,WORK,"A coworker asks you to finish a task today, but you need more time. What is the most natural response?",,,"I can't today, but I can finish it by tomorrow morning.",I don't finish anything.,Tomorrow was better yesterday.,You must finish my work.,1,현재는 어렵지만 가능한 대안을 제시하는 첫 번째 표현이 가장 자연스럽고 협조적이다.,오늘은 어렵지만 내일 아침까지는 끝낼 수 있어요.,GENERATED,QURVE Daily English,UNREVIEWED
EN,B1,Lv5,LEARNING,DAILY_ENGLISH,DIALOGUE_BLANK,MULTIPLE_CHOICE,RESTAURANT,Complete the dialogue: A: I'm afraid this isn't what I ordered. B: ___,,,You ordered yesterday.,I'm sorry. I'll replace it right away.,The kitchen is over there.,You should cook it yourself.,2,주문이 잘못 나온 상황에서는 사과하고 바로 교체하겠다는 응답이 자연스럽다.,A: 죄송하지만 이건 제가 주문한 것이 아니에요. B: 죄송합니다. 바로 바꿔 드릴게요.,GENERATED,QURVE Daily English,UNREVIEWED
EN,B1,Lv5,LEARNING,DAILY_ENGLISH,NATURAL_RESPONSE,MULTIPLE_CHOICE,PHONE,Choose the best response: 'Would you mind calling me back in ten minutes?',,,"Sure, no problem.","Yes, I mind ten minutes.","No, I called yesterday.",Ten minutes are a phone.,1,"정중한 요청을 받아들일 때 Sure, no problem.이 자연스럽다.",10분 뒤에 다시 전화해 주시겠어요? / 물론이죠.,GENERATED,QURVE Daily English,UNREVIEWED
EN,B1,Lv5,LEARNING,DAILY_ENGLISH,SIMILAR_EXPRESSION,MULTIPLE_CHOICE,APPOINTMENT,"Which expression is closest in meaning to ""Something came up, so I can't make it tonight""?",,,I arrived earlier than planned.,I have to cancel because an unexpected situation occurred.,I am not sure where the place is.,I would like to stay longer.,2,Something came up은 예상치 못한 일이 생겼다는 뜻이며 can't make it은 참석할 수 없다는 뜻이다.,갑자기 일이 생겨서 오늘 밤에는 못 갈 것 같아요.,GENERATED,QURVE Daily English,UNREVIEWED
EN,B1,Lv5,LEARNING,DAILY_ENGLISH,POLITE_EXPRESSION,MULTIPLE_CHOICE,PUBLIC_PLACE,You need to get past someone who is blocking the doorway. What is the most polite expression?,,,Move.,"Could I get by, please?",You are in my way.,Go somewhere else.,2,"상대에게 비켜 달라고 정중하게 요청할 때 Could I get by, please?가 가장 자연스럽다.",지나가도 될까요?,GENERATED,QURVE Daily English,UNREVIEWED
EN,B1,Lv6,LEARNING,DAILY_ENGLISH,DIALOGUE_ORDER,MULTIPLE_CHOICE,TRAVEL,Which dialogue is in the most natural order?,,,A: I think I left my passport in the taxi. B: Let's call the taxi company. A: Good idea.,A: Good idea. B: I lost my passport. A: Let's call yesterday.,A: Let's call the taxi company. B: Good idea. A: I think I left my passport.,A: Taxi company. B: Passport. A: Good idea.,1,문제를 설명한 뒤 해결 방법을 제안하고 이에 동의하는 순서가 가장 자연스럽다.,A: 택시에 여권을 두고 내린 것 같아. B: 택시 회사에 전화해 보자. A: 좋은 생각이야.,GENERATED,QURVE Daily English,UNREVIEWED
EN,B1,Lv6,LEARNING,DAILY_ENGLISH,KOREAN_TO_ENGLISH,MULTIPLE_CHOICE,WORK,'제가 이해한 게 맞는지 확인하고 싶습니다.'에 가장 자연스러운 영어 표현은?,,,I want to check if I understood correctly.,I understand correct yesterday.,I want checking your understanding.,I am correct to understand.,1,상대의 설명을 제대로 이해했는지 확인할 때 I want to check if I understood correctly.가 자연스럽다.,제가 제대로 이해했는지 확인하고 싶습니다.,GENERATED,QURVE Daily English,UNREVIEWED
EN,B1,Lv6,LEARNING,DAILY_ENGLISH,NATURAL_RESPONSE,MULTIPLE_CHOICE,HEALTH,Choose the best response: 'I've been feeling tired all week.',,,Maybe you should get some rest and see a doctor if it continues.,Tired is my favorite weather.,You should buy a larger shirt.,The week begins on Monday.,1,계속 피곤하다는 말에는 휴식을 권하고 증상이 지속되면 진료를 권하는 응답이 자연스럽다.,일주일 내내 피곤했어요. / 좀 쉬고 계속되면 병원에 가 보는 게 좋겠어요.,GENERATED,QURVE Daily English,UNREVIEWED
EN,B1,Lv6,LEARNING,DAILY_ENGLISH,SITUATION_EXPRESSION,MULTIPLE_CHOICE,SHOPPING,"You bought a jacket yesterday, but the zipper is broken. What should you say at the store?",,,I'd like to return this because the zipper is broken.,The jacket returned me yesterday.,I need a zipper for tomorrow's weather.,Can you tell me where jackets sleep?,1,불량 상품을 반품하려는 이유를 명확하고 자연스럽게 설명하는 표현이다.,지퍼가 고장 나서 이 재킷을 반품하고 싶습니다.,GENERATED,QURVE Daily English,UNREVIEWED
EN,B1,Lv6,LEARNING,DAILY_ENGLISH,SENTENCE_ORDER,MULTIPLE_CHOICE,MESSAGE,Choose the most natural sentence.,,,I was wondering if you could send me the file again.,I was wonder if could you the file again send.,Wondering I was you could send again file.,If you could was wondering the file send me.,1,정중한 요청 표현 I was wondering if you could...의 올바른 어순이다.,파일을 다시 보내 주실 수 있을지 여쭤보고 싶었습니다.,GENERATED,QURVE Daily English,UNREVIEWED
EN,B1,Lv5,LEARNING,LISTENING,SENTENCE_RECOGNITION,MULTIPLE_CHOICE,WORK,Listen and choose the sentence that best matches what you hear.,,Just a quick update: our meeting has been moved to Thursday afternoon.,The meeting has been moved to Thursday.,The meeting was cancelled last Thursday.,The meeting starts every Thursday.,The meeting room is closed today.,1,audioScript에서 회의가 목요일로 옮겨졌다고 말한다.,회의가 목요일로 변경되었습니다.,GENERATED,CEFR-based,UNREVIEWED
EN,B1,Lv5,LEARNING,LISTENING,LISTENING_RESPONSE,MULTIPLE_CHOICE,PHONE,Listen to the question and choose the best response.,,Did you send the email I asked for?,"Yes, I sent it this morning.","No, the office is on the second floor.",It's about twenty minutes away.,I usually drink tea.,1,이메일을 보냈는지 묻는 질문이므로 보냈다고 답하는 첫 번째 선택지가 자연스럽다.,"제가 요청한 이메일을 보내셨나요? / 네, 오늘 아침에 보냈어요.",GENERATED,CEFR-based,UNREVIEWED
EN,B1,Lv5,LEARNING,LISTENING,LISTENING_INFORMATION,MULTIPLE_CHOICE,TRAVEL,Listen and choose the correct departure time.,,The next train to the city center leaves at six forty-five from Platform Two.,6:15,6:30,6:45,7:00,3,audioScript에서 열차가 6시 45분에 출발한다고 말한다.,시내행 다음 열차는 6시 45분에 출발합니다.,GENERATED,CEFR-based,UNREVIEWED
EN,B1,Lv5,LEARNING,LISTENING,LISTENING_DIALOGUE,MULTIPLE_CHOICE,RESTAURANT,Listen to the dialogue. Why does the customer change the order?,,"Server: Would you like the chicken soup? Customer: Actually, I don't eat meat. Could I have the salad instead?",The soup is too expensive.,The customer does not eat meat.,The restaurant is closing.,The salad is unavailable.,2,고객이 고기를 먹지 않는다고 말하며 치킨 수프 대신 샐러드를 요청한다.,고객은 고기를 먹지 않기 때문에 주문을 바꾼다.,GENERATED,CEFR-based,UNREVIEWED
EN,B1,Lv5,LEARNING,LISTENING,LIFE_LISTENING,MULTIPLE_CHOICE,PUBLIC_PLACE,Listen to the announcement. What are visitors asked to do?,,Please keep your ticket with you until you leave the exhibition. Staff may ask to see it again.,Leave the building immediately.,Keep their tickets until the end.,Turn off all the lights.,Wait outside for an hour.,2,안내 방송에서 전시 관람이 끝날 때까지 티켓을 보관해 달라고 한다.,전시 관람이 끝날 때까지 티켓을 보관해 주세요.,GENERATED,CEFR-based,UNREVIEWED
EN,B1,Lv6,LEARNING,LISTENING,INTENTION,MULTIPLE_CHOICE,MESSAGE,Listen to the voice message. What is the speaker mainly trying to do?,,"Hi, it's Ben. Traffic is much worse than I expected, so I'm running a little late. Sorry about that. I should be there in about twenty minutes.",Apologize for being late and give an updated arrival time.,Ask for directions to a new office.,Cancel a trip because of bad weather.,Invite someone to dinner.,1,화자는 교통 체증 때문에 늦는다고 사과하며 약 20분 후 도착한다고 알리고 있다.,교통 체증 때문에 조금 늦어요. 미안해요. 약 20분 뒤에 도착할게요.,GENERATED,CEFR-based,UNREVIEWED
EN,B1,Lv6,LEARNING,LISTENING,LISTENING_INFORMATION,MULTIPLE_CHOICE,SHOPPING,Listen and choose what discount the customer will receive.,,"If you use your membership card, you'll get fifteen percent off today's purchase.",5 percent,10 percent,15 percent,20 percent,3,audioScript에서 회원 카드를 사용하면 15퍼센트 할인을 받을 수 있다고 한다.,회원 카드를 사용하면 오늘 구매에 15퍼센트 할인이 적용됩니다.,GENERATED,CEFR-based,UNREVIEWED
EN,B1,Lv6,LEARNING,LISTENING,DICTATION,DICTATION,WORK,Listen and choose the missing word: 'Please ___ the document before the meeting.',,Please review the document before the meeting.,review,remove,repair,return,1,audioScript의 핵심 동사는 review이며 회의 전에 문서를 검토해 달라는 의미이다.,회의 전에 문서를 검토해 주세요.,GENERATED,CEFR-based,UNREVIEWED
EN,B1,Lv6,LEARNING,LISTENING,PRONUNCIATION_DISTINCTION,MULTIPLE_CHOICE,DAILY_LIFE,Listen and choose the word you hear.,,prize,price,prize,place,praise,2,audioScript에서 들리는 단어는 prize이다. price와 마지막 자음 소리가 다르다.,"prize = 상, 상품",GENERATED,CEFR-based,UNREVIEWED
EN,B1,Lv6,LEARNING,LISTENING,LISTENING_DIALOGUE,MULTIPLE_CHOICE,APPOINTMENT,Listen to the dialogue. What do the speakers decide to do?,,A: Are you free Friday morning? B: I have an appointment then. How about the afternoon? A: Three o'clock works for me. B: Great. See you then.,Meet on Friday morning.,Meet on Friday afternoon.,Cancel the meeting completely.,Meet next Monday.,2,두 사람은 금요일 오전은 어렵고 오후 3시가 가능하다고 합의한다.,두 사람은 금요일 오후 3시에 만나기로 한다.,GENERATED,CEFR-based,UNREVIEWED
