level,category,subType,questionFormat,questionText,choice1,choice2,choice3,choice4,answerIndex,explanation,targetGrammar,grammarMeaning
N2,GRAMMAR,GRAMMAR_PATTERN,MULTIPLE_CHOICE,この仕事は経験が必要な（　　　）、責任も重い。,うちに,ばかりに,上に,ところで,2,한 특성에 더하여 다른 특성을 덧붙일 때 ～上に를 쓴다.,上に,~인 데다가
N2,GRAMMAR,GRAMMAR_PATTERN,MULTIPLE_CHOICE,この店は安い（　　　）、サービスもいい。,うちに,ところで,ばかりに,上に,3,저렴하다는 장점에 서비스도 좋다는 점을 추가한다.,上に,~인 데다가
N2,GRAMMAR,GRAMMAR_PATTERN,MULTIPLE_CHOICE,日本にいる（　　　）、できるだけ多く旅行したい。,うちに,上に,ばかりに,ところで,0,어떤 상태가 지속되는 동안 기회를 활용한다는 의미에 ～うちに를 쓴다.,うちに,~하는 동안에
N2,GRAMMAR,GRAMMAR_PATTERN,MULTIPLE_CHOICE,忘れない（　　　）、メモしておきましょう。,上に,うちに,ばかりに,ところで,1,기억하고 있는 상태가 바뀌기 전에 한다는 의미다.,うちに,~하는 동안; ~하기 전에
N2,GRAMMAR,GRAMMAR_PATTERN,MULTIPLE_CHOICE,一言余計なことを言った（　　　）、彼を怒らせてしまった。,上に,うちに,ばかりに,ところで,2,작은 원인이 좋지 않은 결과를 낳았음을 후회하는 ～ばかりに가 맞다.,ばかりに,~한 탓에
N2,GRAMMAR,GRAMMAR_PATTERN,MULTIPLE_CHOICE,道を間違えた（　　　）、約束に遅れてしまった。,うちに,上に,に応じて,ばかりに,3,그 일 하나 때문에 부정적 결과가 생겼다는 의미다.,ばかりに,~한 탓에
N2,GRAMMAR,GRAMMAR_PATTERN,MULTIPLE_CHOICE,今さら謝った（　　　）、彼の気持ちは変わらないだろう。,ところで,ばかりに,うちに,上に,0,어떤 행동을 해도 기대한 결과가 나오지 않는다는 ～たところで가 맞다.,たところで,~해 봤자
N2,GRAMMAR,GRAMMAR_PATTERN,MULTIPLE_CHOICE,急いだ（　　　）、もう最終電車には間に合わない。,うちに,ところで,上に,ばかりに,1,서둘러도 결과가 바뀌지 않는다는 의미다.,たところで,~해 봤자
N2,GRAMMAR,GRAMMAR_PATTERN,MULTIPLE_CHOICE,この問題は専門家（　　　）解決できないほど難しい。,に限り,に応じて,でさえ,に伴って,2,극단적인 예로 전문가조차 어렵다는 의미에 ～でさえ를 쓴다.,でさえ,~조차
N2,GRAMMAR,GRAMMAR_PATTERN,MULTIPLE_CHOICE,忙しくて、昼食を取る時間（　　　）なかった。,ほど,だけ,こそ,さえ,3,최소한의 것조차 없었다는 강조에는 ～さえ를 쓴다.,さえ,~조차
N2,GRAMMAR,GRAMMAR_PATTERN,MULTIPLE_CHOICE,この地域では冬（　　　）、道路が閉鎖されることがある。,に限って,に応じて,に伴って,に反して,0,특정 시기나 경우에 유독 그런 일이 생긴다는 의미에 ～に限って를 쓴다.,に限って,~에 한해서; 하필 ~때
N2,GRAMMAR,GRAMMAR_PATTERN,MULTIPLE_CHOICE,大事な日に（　　　）、電車が遅れる。,応じて,限って,伴って,反して,1,하필 중요한 날에 문제가 생긴다는 불만의 뉘앙스다.,に限って,하필 ~때
N2,GRAMMAR,GRAMMAR_PATTERN,MULTIPLE_CHOICE,申込書は今週金曜日（　　　）提出してください。,まで,うちに,までに,ほどに,2,행동 완료의 기한에는 ～までに를 쓴다.,までに,~까지
N2,GRAMMAR,GRAMMAR_PATTERN,MULTIPLE_CHOICE,会議が終わる（　　　）、ここで待っています。,までに,うちに,ほど,まで,3,어떤 상태가 계속되는 종점에는 ～まで를 쓴다.,まで,~까지
N2,GRAMMAR,GRAMMAR_PATTERN,MULTIPLE_CHOICE,この制度については、まだ改善の余地がある（　　　）。,ものと思われる,ことにしている,ところにすぎる,ばかりになっている,0,객관적이고 완곡한 판단을 나타내는 ～ものと思われる가 자연스럽다.,ものと思われる,~라고 생각된다
N2,GRAMMAR,GRAMMAR_PATTERN,MULTIPLE_CHOICE,事故の原因は、設備の老朽化にある（　　　）。,ことに限られる,ものと考えられる,ところに応じる,ばかりに伴う,1,분석 결과를 객관적으로 제시하는 표현으로 ～ものと考えられる가 적절하다.,ものと考えられる,~라고 여겨진다
N2,GRAMMAR,GRAMMAR_PATTERN,MULTIPLE_CHOICE,結果が出（　　　）、判断するのはまだ早い。,ない限りで,ないところで,ないことには,ないばかりに,2,결과가 나오지 않고서는 판단할 수 없다는 조건이다.,ないことには,~하지 않고서는
N2,GRAMMAR,GRAMMAR_PATTERN,MULTIPLE_CHOICE,本人に確認し（　　　）、事実かどうか分からない。,ないばかりに,ない上に,ないほど,ないことには,3,본인에게 확인하지 않고서는 사실 여부를 알 수 없다는 뜻이다.,ないことには,~하지 않고서는
