level,category,subType,questionFormat,questionText,choice1,choice2,choice3,choice4,answerIndex,explanation,targetExpression,targetMeaning
N2,LANGUAGE_KNOWLEDGE,VOCABULARY_KANJI,MULTIPLE_CHOICE,「いずれ」の意味に最も近いものはどれですか。,방금,언젠가; 어느 쪽이든,반드시 오늘,전혀,1,いずれ는 문맥에 따라 '언젠가' 또는 '어느 쪽이든'을 뜻한다.,いずれ,언젠가; 어느 쪽이든
N2,LANGUAGE_KNOWLEDGE,VOCABULARY_KANJI,MULTIPLE_CHOICE,「極めて」の意味に最も近いものはどれですか。,조금,가끔,극히; 매우,대략,2,極めて는 정도가 매우 높음을 나타낸다.,極めて,극히; 매우
N2,LANGUAGE_KNOWLEDGE,VOCABULARY_KANJI,MULTIPLE_CHOICE,「むしろ」の意味に最も近いものはどれですか。,따라서,예를 들어,즉시,오히려,3,むしろ는 비교하여 반대쪽이 더 적절함을 나타내는 '오히려'다.,むしろ,오히려
N2,LANGUAGE_KNOWLEDGE,VOCABULARY_KANJI,MULTIPLE_CHOICE,「及ぼす」の意味に最も近いものはどれですか。,미치게 하다; 끼치다,회복하다,제거하다,거절하다,0,及ぼす는 영향 등을 어떤 대상에 '미치게 하다'라는 뜻이다.,及ぼす,영향을 미치다
N2,LANGUAGE_KNOWLEDGE,VOCABULARY_KANJI,MULTIPLE_CHOICE,「備える」の意味に最も近いものはどれですか。,버리다,대비하다; 갖추다,감소하다,빌리다,1,備える는 필요한 것을 갖추거나 미래에 대비한다는 뜻이다.,備える,대비하다; 갖추다
N2,LANGUAGE_KNOWLEDGE,VOCABULARY_KANJI,MULTIPLE_CHOICE,「省く」の意味に最も近いものはどれですか。,추가하다,반복하다,생략하다; 덜다,강조하다,2,省く는 불필요한 부분을 빼거나 생략한다는 뜻이다.,省く,생략하다; 덜다
N2,LANGUAGE_KNOWLEDGE,VOCABULARY_KANJI,MULTIPLE_CHOICE,「損なう」の意味に最も近いものはどれですか。,개선하다,유지하다,확대하다,해치다; 손상시키다,3,損なう는 가치나 상태 등을 나쁘게 하거나 해친다는 뜻이다.,損なう,해치다; 손상시키다
N2,LANGUAGE_KNOWLEDGE,VOCABULARY_KANJI,MULTIPLE_CHOICE,「見込む」の意味に最も近いものはどれですか。,예상하다; 기대하다,포기하다,제외하다,확정 취소하다,0,見込む는 가능성이나 수량 등을 예상하거나 기대한다는 뜻이다.,見込む,예상하다; 기대하다
N2,LANGUAGE_KNOWLEDGE,VOCABULARY_KANJI,MULTIPLE_CHOICE,「取り組む」の意味に最も近いものはどれですか。,피하다,적극적으로 임하다,중단하다,양보하다,1,取り組む는 과제나 문제에 본격적으로 임한다는 뜻이다.,取り組む,적극적으로 임하다
N2,LANGUAGE_KNOWLEDGE,VOCABULARY_KANJI,MULTIPLE_CHOICE,「踏まえる」の意味に最も近いものはどれですか。,무시하다,반대하다,근거로 삼다; 고려하다,삭제하다,2,踏まえる는 사실이나 상황을 근거로 삼아 고려한다는 뜻이다.,踏まえる,근거로 삼다; 고려하다
N2,LANGUAGE_KNOWLEDGE,VOCABULARY_KANJI,MULTIPLE_CHOICE,「設ける」の意味に最も近いものはどれですか。,없애다,줄이다,고장내다,마련하다; 설치하다,3,設ける는 제도·장소·기회 등을 마련한다는 뜻이다.,設ける,마련하다; 설치하다
N2,LANGUAGE_KNOWLEDGE,VOCABULARY_KANJI,MULTIPLE_CHOICE,「遂げる」の意味に最も近いものはどれですか。,이루다; 완수하다,미루다,잊다,거절하다,0,遂げる는 목표나 임무를 끝까지 이루는 것을 뜻한다.,遂げる,이루다; 완수하다
N2,LANGUAGE_KNOWLEDGE,VOCABULARY_KANJI,MULTIPLE_CHOICE,「促す」の意味に最も近いものはどれですか。,방해하다,촉구하다; 재촉하다,숨기다,취소하다,1,促す는 행동이 이루어지도록 재촉하거나 권한다는 뜻이다.,促す,촉구하다; 재촉하다
N2,LANGUAGE_KNOWLEDGE,VOCABULARY_KANJI,MULTIPLE_CHOICE,「応じる」の意味に最も近いものはどれですか。,거부하다,도망가다,응하다; 대응하다,보관하다,2,応じる는 요청이나 상황에 맞추어 대응한다는 뜻이다.,応じる,응하다; 대응하다
N2,LANGUAGE_KNOWLEDGE,VOCABULARY_KANJI,MULTIPLE_CHOICE,「限る」の意味に最も近いものはどれですか。,확장하다,추천하다,설명하다,제한하다,3,限る는 범위나 수량을 일정하게 제한한다는 뜻이다.,限る,제한하다
N2,LANGUAGE_KNOWLEDGE,VOCABULARY_KANJI,MULTIPLE_CHOICE,「伴う」の意味に最も近いものはどれですか。,동반하다,분리하다,대체하다,생략하다,0,伴う는 어떤 현상과 함께 다른 것이 생기는 것을 뜻한다.,伴う,동반하다
N2,LANGUAGE_KNOWLEDGE,VOCABULARY_KANJI,MULTIPLE_CHOICE,「妨げる」の意味に最も近いものはどれですか。,촉진하다,방해하다,승인하다,보완하다,1,妨げる는 진행이나 행동을 어렵게 만들어 방해한다는 뜻이다.,妨げる,방해하다
N2,LANGUAGE_KNOWLEDGE,VOCABULARY_KANJI,MULTIPLE_CHOICE,「見直す」の意味に最も近いものはどれですか。,완전히 버리다,처음 시작하다,재검토하다,복사하다,2,見直す는 기존 내용이나 방식을 다시 검토한다는 뜻이다.,見直す,재검토하다
N2,LANGUAGE_KNOWLEDGE,VOCABULARY_KANJI,MULTIPLE_CHOICE,「補う」の意味に最も近いものはどれですか。,줄이다,거절하다,고정하다,보충하다,3,補う는 부족한 부분을 채운다는 뜻이다.,補う,보충하다
