language,cefrLevel,qurveLevel,usageType,category,subType,questionFormat,topic,questionText,passage,audioScript,option1,option2,option3,option4,correctAnswer,explanation,koreanTranslation,sourceType,sourceReference,reviewStatus
EN,C1,Lv9,LEARNING,GRAMMAR,GRAMMAR_BLANK,MULTIPLE_CHOICE,TRAVEL,No sooner had we reached the station ___ the train arrived.,,,that,when,than,while,3,문맥과 문법 구조를 고려할 때 해당 선택지가 유일하게 자연스럽고 정확하다.,정답 문장/표현: than,GENERATED,CEFR-J Grammar Profile,UNREVIEWED
EN,C1,Lv9,LEARNING,GRAMMAR,SENTENCE_ORDER,MULTIPLE_CHOICE,WORK,Choose the most natural sentence.,,,The reason only did I after the meeting understand.,Only after the meeting I understood the reason for the change.,Did I understand only after meeting the reason change.,Only after the meeting did I understand the reason for the change.,4,문맥과 문법 구조를 고려할 때 해당 선택지가 유일하게 자연스럽고 정확하다.,정답 문장/표현: Only after the meeting did I understand the reason for the change.,GENERATED,CEFR-J Grammar Profile,UNREVIEWED
EN,C1,Lv9,LEARNING,READING,MAIN_IDEA,MULTIPLE_CHOICE,WORK,What is the main point?,"Flexible work succeeds less because of location itself than because teams establish clear expectations about availability, decision-making, and reporting. Without shared rules, flexibility can create confusion rather than freedom.",,Flexible work works best when expectations and communication are clear.,Flexible work is most effective when employees work from home full-time.,Teams need fewer rules when they can choose their schedules.,Flexible arrangements mainly reduce the need for communication.,1,지문의 핵심 논리와 세부 정보를 종합하면 해당 선택지가 가장 타당하다.,"유연 근무의 성공은 장소 자체보다 팀이 이용 가능 시간, 의사결정, 보고 방식에 대한 명확한 기대를 세우는 데 달려 있다. 공동 규칙이 없으면 유연성은 자유가 아니라 혼란을 만들 수 있다.",GENERATED,CEFR-based,UNREVIEWED
EN,C1,Lv9,LEARNING,READING,INFERENCE,MULTIPLE_CHOICE,DAILY_LIFE,What does the writer suggest about convenience?,"Faster services save time, yet they can also create expectations of faster responses. Convenience may remove one burden while quietly introducing another.",,Convenience always lowers expectations for service.,Convenience can have hidden costs.,Faster services remove every source of pressure.,People value convenience only when it is inexpensive.,2,지문의 핵심 논리와 세부 정보를 종합하면 해당 선택지가 가장 타당하다.,더 빠른 서비스는 시간을 절약하지만 더 빠른 응답에 대한 기대도 만들 수 있다. 편리함은 한 부담을 덜어 주는 동시에 다른 부담을 조용히 만들 수 있다.,GENERATED,CEFR-based,UNREVIEWED
EN,C1,Lv9,LEARNING,READING,DETAIL,MULTIPLE_CHOICE,PUBLIC_PLACE,Who must register in advance?,"The main exhibition requires no booking. The afternoon conservation workshop has limited places, so participants must register online by Thursday.",,All exhibition visitors must book online.,Only people attending the main exhibition must register.,People who want to attend the workshop.,Workshop places are available without advance registration.,3,지문의 핵심 논리와 세부 정보를 종합하면 해당 선택지가 가장 타당하다.,"주 전시는 예약이 필요 없지만, 오후 보존 워크숍은 정원이 제한되어 있어 참가자는 목요일까지 온라인으로 등록해야 한다.",GENERATED,CEFR-based,UNREVIEWED
EN,C1,Lv9,LEARNING,READING,PURPOSE,MULTIPLE_CHOICE,SCHOOL,What is the instructor emphasizing?,"A brief summary is useful, but your final essay should focus on evaluating the author's argument and supporting your own reasoning with evidence.",,A long summary should replace critical analysis.,Evidence is unnecessary if the summary is clear.,Students should avoid discussing the author's argument.,Evaluation and evidence matter more than lengthy summary.,4,지문의 핵심 논리와 세부 정보를 종합하면 해당 선택지가 가장 타당하다.,"간단한 요약도 유용하지만, 최종 에세이에서는 저자의 주장을 평가하고 근거로 자신의 논리를 뒷받침하는 데 초점을 맞춰야 한다.",GENERATED,CEFR-based,UNREVIEWED
EN,C1,Lv9,LEARNING,READING,SHORT_MESSAGE,MULTIPLE_CHOICE,HEALTH,What can be inferred?,"Ambitious health plans are often abandoned quickly. Smaller changes may produce slower results, but habits that fit daily life are more likely to survive busy periods.",,Sustainable small changes may outperform extreme plans.,Major lifestyle changes are always easier to maintain.,Busy periods make all habits impossible to continue.,Quick results are more important than sustainable habits.,1,지문의 핵심 논리와 세부 정보를 종합하면 해당 선택지가 가장 타당하다.,큰 건강 계획은 빨리 포기되는 경우가 많다. 작은 변화는 결과가 더디더라도 일상에 맞는 습관은 바쁜 시기에도 더 오래 유지될 가능성이 높다.,GENERATED,CEFR-based,UNREVIEWED
EN,C1,Lv9,LEARNING,READING,INFERENCE,MULTIPLE_CHOICE,WORK,What is the writer mainly arguing?,"Visible activity such as messages and meetings is easy to count, but it may reward busyness rather than useful outcomes.",,Visible activity is the best measure of useful work.,Productivity requires more than counting visible activity.,More meetings always produce better outcomes.,Productivity can be judged without considering results.,2,지문의 핵심 논리와 세부 정보를 종합하면 해당 선택지가 가장 타당하다.,"메시지나 회의 같은 눈에 보이는 활동은 세기 쉽지만, 유용한 성과보다 바쁨 자체를 보상할 수 있다.",GENERATED,CEFR-based,UNREVIEWED
EN,C1,Lv9,LEARNING,READING,MAIN_IDEA,MULTIPLE_CHOICE,SCHOOL,What does the passage imply?,"Experts sometimes skip background information because familiar concepts feel obvious to them, making their explanations harder for beginners to follow.",,Experts should avoid explaining familiar concepts.,Beginners learn best without background information.,Experts may forget what beginners do not yet know.,Background information makes expert explanations less accurate.,3,지문의 핵심 논리와 세부 정보를 종합하면 해당 선택지가 가장 타당하다.,"전문가는 익숙한 개념을 당연하게 여겨 배경 정보를 생략하기도 하며, 그 결과 초보자가 설명을 이해하기 어려워질 수 있다.",GENERATED,CEFR-based,UNREVIEWED
EN,C1,Lv9,LEARNING,READING,DETAIL,MULTIPLE_CHOICE,TRAVEL,Why was timed entry introduced?,Timed entry was introduced after visitor numbers rose sharply. Officials want to spread arrivals across the day rather than reduce total attendance.,,To lower total visitor numbers.,To make every visitor arrive at the same time.,To remove the need for advance planning.,To reduce crowding by spreading arrivals more evenly.,4,지문의 핵심 논리와 세부 정보를 종합하면 해당 선택지가 가장 타당하다.,방문객 수가 급증하자 시간대 입장이 도입되었다. 관계자들은 전체 방문객 수를 줄이기보다 하루 동안 도착 시간을 분산하려 한다.,GENERATED,CEFR-based,UNREVIEWED
EN,C1,Lv9,LEARNING,READING,PURPOSE,MULTIPLE_CHOICE,SHOPPING,Why might the cheaper model cost more in the long term?,"A cheaper appliance requires expensive replacement filters every two months, while a more expensive model has a washable filter designed to last for years.",,Its replacement parts create recurring costs.,The expensive model needs new filters every two months.,Lower purchase price always guarantees lower lifetime cost.,Washable filters are less durable than replacement filters.,1,지문의 핵심 논리와 세부 정보를 종합하면 해당 선택지가 가장 타당하다.,"더 저렴한 가전제품은 두 달마다 비싼 교체 필터가 필요하지만, 더 비싼 제품은 수년간 사용할 수 있는 세척 가능 필터를 갖추고 있다.",GENERATED,CEFR-based,UNREVIEWED
EN,C1,Lv9,LEARNING,READING,INFERENCE,MULTIPLE_CHOICE,WORK,What may affect the policy's success?,"The hybrid-work rules are clear, but employees worry individual managers may interpret them differently. Additional guidance is planned.",,Employees are concerned that the rules are too detailed.,How consistently managers apply it.,Managers have already agreed on identical interpretations.,Additional guidance will make the policy unnecessary.,2,지문의 핵심 논리와 세부 정보를 종합하면 해당 선택지가 가장 타당하다.,"하이브리드 근무 규칙은 명확하지만, 직원들은 개별 관리자가 이를 다르게 해석할 수 있다고 걱정한다. 추가 안내가 예정되어 있다.",GENERATED,CEFR-based,UNREVIEWED
EN,C1,Lv9,LEARNING,DAILY_ENGLISH,SITUATION_EXPRESSION,MULTIPLE_CHOICE,WORK,Choose the most natural expression for this situation: You disagree with a colleague's proposal but want to remain constructive.,,,I completely disagree; this proposal is unacceptable.,Let's postpone the discussion until next month.,"I can see why you'd suggest that, though I have a slightly different concern.",Could you send me the revised budget today?,3,상황의 의도와 격식 수준을 고려할 때 가장 자연스럽고 적절한 표현이다.,"상황: You disagree with a colleague's proposal but want to remain constructive. / 표현: I can see why you'd suggest that, though I have a slightly different concern.",GENERATED,QURVE Daily English,UNREVIEWED
EN,C1,Lv9,LEARNING,DAILY_ENGLISH,DIALOGUE_BLANK,MULTIPLE_CHOICE,PHONE,Choose the most natural expression for this situation: You may have misunderstood an explanation and want clarification.,,,"I understand it perfectly, so no further detail is needed.",Could you repeat the same words more quickly?,I don't think the explanation matters.,I may have misunderstood. Could you put that another way?,4,상황의 의도와 격식 수준을 고려할 때 가장 자연스럽고 적절한 표현이다.,상황: You may have misunderstood an explanation and want clarification. / 표현: I may have misunderstood. Could you put that another way?,GENERATED,QURVE Daily English,UNREVIEWED
EN,C1,Lv9,LEARNING,DAILY_ENGLISH,NATURAL_RESPONSE,MULTIPLE_CHOICE,APPOINTMENT,Choose the most natural expression for this situation: Someone asks to bring a deadline forward by one day.,,,"I think that may be possible, but let me check the schedule first.","No, that deadline is impossible.",The deadline was moved forward last year.,Please cancel the project altogether.,1,상황의 의도와 격식 수준을 고려할 때 가장 자연스럽고 적절한 표현이다.,"상황: Someone asks to bring a deadline forward by one day. / 표현: I think that may be possible, but let me check the schedule first.",GENERATED,QURVE Daily English,UNREVIEWED
EN,C1,Lv9,LEARNING,DAILY_ENGLISH,SIMILAR_EXPRESSION,MULTIPLE_CHOICE,MESSAGE,Choose the most natural expression for this situation: You think someone may be giving too much importance to a minor detail.,,,This detail proves the whole plan will fail.,I wouldn't read too much into it.,We should decide immediately without reviewing it.,I have no opinion because the issue is too serious.,2,상황의 의도와 격식 수준을 고려할 때 가장 자연스럽고 적절한 표현이다.,상황: You think someone may be giving too much importance to a minor detail. / 표현: I wouldn't read too much into it.,GENERATED,QURVE Daily English,UNREVIEWED
EN,C1,Lv9,LEARNING,DAILY_ENGLISH,POLITE_EXPRESSION,MULTIPLE_CHOICE,PUBLIC_PLACE,"Choose the most natural expression for this situation: A rule refers to 'valid identification,' but the meaning is unclear.",,,"The rule is obvious, so no explanation is necessary.",I do not accept this rule at all.,Could you clarify what you mean by 'valid identification'?,Could you send me a copy of your passport?,3,상황의 의도와 격식 수준을 고려할 때 가장 자연스럽고 적절한 표현이다.,"상황: A rule refers to 'valid identification,' but the meaning is unclear. / 표현: Could you clarify what you mean by 'valid identification'?",GENERATED,QURVE Daily English,UNREVIEWED
EN,C1,Lv9,LEARNING,DAILY_ENGLISH,DIALOGUE_ORDER,MULTIPLE_CHOICE,WORK,Choose the most natural expression for this situation: A timeline looks unrealistic because a supplier needs another week.,,,The supplier has already delivered everything.,Let's keep the original timeline regardless of the delay.,There is no need to contact anyone about the schedule.,Let's verify the delivery date with the supplier before revising the timeline.,4,상황의 의도와 격식 수준을 고려할 때 가장 자연스럽고 적절한 표현이다.,상황: A timeline looks unrealistic because a supplier needs another week. / 표현: Let's verify the delivery date with the supplier before revising the timeline.,GENERATED,QURVE Daily English,UNREVIEWED
EN,C1,Lv9,LEARNING,DAILY_ENGLISH,KOREAN_TO_ENGLISH,MULTIPLE_CHOICE,WORK,Choose the most natural expression for this situation: You want to say that a decision's future effects need consideration.,,,We need to consider what impact that decision may have in the long term.,The decision has no effects beyond this week.,We should ignore future consequences for now.,"That decision was made yesterday, so it cannot be discussed.",1,상황의 의도와 격식 수준을 고려할 때 가장 자연스럽고 적절한 표현이다.,상황: You want to say that a decision's future effects need consideration. / 표현: We need to consider what impact that decision may have in the long term.,GENERATED,QURVE Daily English,UNREVIEWED
EN,C1,Lv9,LEARNING,DAILY_ENGLISH,NATURAL_RESPONSE,MULTIPLE_CHOICE,TRAVEL,"Choose the most natural expression for this situation: A direct flight costs more, but alternatives involve two long connections.",,,The cheapest route is always the best choice.,It may be worth paying more if it saves that much time and hassle.,Two connections will make the trip much more relaxing.,Let's choose the longest route to save time.,2,상황의 의도와 격식 수준을 고려할 때 가장 자연스럽고 적절한 표현이다.,"상황: A direct flight costs more, but alternatives involve two long connections. / 표현: It may be worth paying more if it saves that much time and hassle.",GENERATED,QURVE Daily English,UNREVIEWED
EN,C1,Lv9,LEARNING,DAILY_ENGLISH,SITUATION_EXPRESSION,MULTIPLE_CHOICE,SCHOOL,Choose the most natural expression for this situation: You want to challenge a conclusion politely during a discussion.,,,"The evidence is irrelevant, so we should stop discussing it.","You are wrong, and there is nothing to debate.",I'm not entirely convinced that conclusion follows from the evidence.,"I agree completely, even though I have not seen the evidence.",3,상황의 의도와 격식 수준을 고려할 때 가장 자연스럽고 적절한 표현이다.,상황: You want to challenge a conclusion politely during a discussion. / 표현: I'm not entirely convinced that conclusion follows from the evidence.,GENERATED,QURVE Daily English,UNREVIEWED
EN,C1,Lv9,LEARNING,DAILY_ENGLISH,SENTENCE_ORDER,MULTIPLE_CHOICE,MESSAGE,Choose the most natural expression for this situation: You learned about a schedule change too late to adjust your plans.,,,I will adjust my plans tomorrow without any problem.,The change gave me plenty of time to prepare.,I was informed early enough to make arrangements.,"Had I known about the change earlier, I could have adjusted my plans.",4,상황의 의도와 격식 수준을 고려할 때 가장 자연스럽고 적절한 표현이다.,"상황: You learned about a schedule change too late to adjust your plans. / 표현: Had I known about the change earlier, I could have adjusted my plans.",GENERATED,QURVE Daily English,UNREVIEWED
EN,C1,Lv9,LEARNING,LISTENING,SENTENCE_RECOGNITION,MULTIPLE_CHOICE,WORK,What is the speaker's view?,,"Overall, the proposal has potential, but several sections still need revision before we can approve it.",The proposal is promising but still needs revision.,The proposal should be rejected without further discussion.,The proposal has already been fully approved.,The speaker has no opinion about the proposal.,1,audioScript의 핵심 정보와 화자의 의도를 고려하면 해당 선택지가 정답이다.,듣기 핵심 내용: The proposal is promising but still needs revision.,GENERATED,CEFR-based,UNREVIEWED
EN,C1,Lv9,LEARNING,LISTENING,LISTENING_INFORMATION,MULTIPLE_CHOICE,TRAVEL,What happened to the flight?,,Flight five eighty-two has been delayed from two twenty to three o'clock because the incoming aircraft arrived late.,It departed forty minutes early.,Its departure was delayed by forty minutes.,The flight was cancelled because of weather.,Passengers were moved to a different airport.,2,audioScript의 핵심 정보와 화자의 의도를 고려하면 해당 선택지가 정답이다.,듣기 핵심 내용: Its departure was delayed by forty minutes.,GENERATED,CEFR-based,UNREVIEWED
EN,C1,Lv9,LEARNING,LISTENING,LISTENING_DIALOGUE,MULTIPLE_CHOICE,WORK,Why does the speaker want a delay?,,"The final security test has not been completed, so I think we should push the launch back a few days.",The budget has not been approved.,The meeting room is unavailable.,A key test is still incomplete.,The supplier has already delivered the final version.,3,audioScript의 핵심 정보와 화자의 의도를 고려하면 해당 선택지가 정답이다.,듣기 핵심 내용: A key test is still incomplete.,GENERATED,CEFR-based,UNREVIEWED
EN,C1,Lv9,LEARNING,LISTENING,LIFE_LISTENING,MULTIPLE_CHOICE,PUBLIC_PLACE,What are listeners advised to do?,,Several city-center roads will close Saturday morning. Please allow extra travel time and consider public transport.,Leave for the airport later than usual.,Use the usual route without checking traffic.,Wait until the disruption has ended.,Allow extra travel time.,4,audioScript의 핵심 정보와 화자의 의도를 고려하면 해당 선택지가 정답이다.,듣기 핵심 내용: Allow extra travel time.,GENERATED,CEFR-based,UNREVIEWED
EN,C1,Lv9,LEARNING,LISTENING,INTENTION,MULTIPLE_CHOICE,MESSAGE,What is the speaker doing?,,"The figures I sent yesterday came from an older file. That was my mistake, and I'll send a corrected version within the hour.",Acknowledging a mistake and explaining how it will be corrected.,Defending a decision without offering changes.,Announcing a completed project.,Asking listeners to ignore an error.,1,audioScript의 핵심 정보와 화자의 의도를 고려하면 해당 선택지가 정답이다.,듣기 핵심 내용: Acknowledging a mistake and explaining how it will be corrected.,GENERATED,CEFR-based,UNREVIEWED
EN,C1,Lv9,LEARNING,LISTENING,LISTENING_INFORMATION,MULTIPLE_CHOICE,SCHOOL,What should students focus on?,,Don't spend too much space summarizing the article. Focus on evaluating the author's reasoning and supporting your response with evidence.,Memorizing every detail of the text.,Evaluating reasoning and using evidence.,Avoiding any personal opinion.,Writing a longer introduction.,2,audioScript의 핵심 정보와 화자의 의도를 고려하면 해당 선택지가 정답이다.,듣기 핵심 내용: Evaluating reasoning and using evidence.,GENERATED,CEFR-based,UNREVIEWED
EN,C1,Lv9,LEARNING,LISTENING,DICTATION,DICTATION,WORK,Which word completes the sentence?,,The evidence does not fully justify the conclusion.,clarify,estimate,justify,withdraw,3,audioScript의 핵심 정보와 화자의 의도를 고려하면 해당 선택지가 정답이다.,듣기 핵심 내용: justify,GENERATED,CEFR-based,UNREVIEWED
EN,C1,Lv9,LEARNING,LISTENING,PRONUNCIATION_DISTINCTION,MULTIPLE_CHOICE,DAILY_LIFE,Which word do you hear?,,illegible,eligible,inevitable,intelligible,illegible,4,audioScript의 핵심 정보와 화자의 의도를 고려하면 해당 선택지가 정답이다.,듣기 핵심 내용: illegible,GENERATED,CEFR-based,UNREVIEWED
EN,C1,Lv9,LEARNING,LISTENING,LISTENING_DIALOGUE,MULTIPLE_CHOICE,APPOINTMENT,What do the speakers decide?,,"Thursday afternoon works, but I won't be near the office. Let's meet online instead, and I'll send you a link.",Meet online on Thursday afternoon.,Meet in person on Wednesday morning.,Cancel the meeting permanently.,Wait until Friday before deciding.,1,audioScript의 핵심 정보와 화자의 의도를 고려하면 해당 선택지가 정답이다.,듣기 핵심 내용: Meet online on Thursday afternoon.,GENERATED,CEFR-based,UNREVIEWED
EN,C1,Lv9,LEARNING,LISTENING,LISTENING_RESPONSE,MULTIPLE_CHOICE,WORK,What is the speaker's concern?,,The change makes sense in principle. My concern is whether we have enough staff and time to implement it properly.,The project has already been completed.,Practical implementation may be difficult.,The budget is larger than expected.,The schedule is too short to review.,2,audioScript의 핵심 정보와 화자의 의도를 고려하면 해당 선택지가 정답이다.,듣기 핵심 내용: Practical implementation may be difficult.,GENERATED,CEFR-based,UNREVIEWED
