language,cefrLevel,qurveLevel,usageType,category,subType,questionFormat,topic,questionText,passage,audioScript,option1,option2,option3,option4,correctAnswer,explanation,koreanTranslation,sourceType,sourceReference,reviewStatus
EN,A1,Lv2,LEARNING,GRAMMAR,CORRECT_SENTENCE,MULTIPLE_CHOICE,WORK,Choose the correct sentence.,,,She don't work here.,She doesn't works here.,She doesn't work here.,She not work here.,3,3인칭 단수 현재 부정문은 doesn't + 동사원형 형태이므로 She doesn't work here.가 맞다.,그녀는 여기서 일하지 않는다.,GENERATED,CEFR-J Grammar Profile,UNREVIEWED
EN,A1,Lv2,LEARNING,GRAMMAR,ERROR_FINDING,MULTIPLE_CHOICE,SHOPPING,Which word is wrong in this sentence? 'These shoe are twenty dollars.',,,These,are,twenty,shoe,4,These 뒤에는 복수명사가 와야 하므로 shoe가 아니라 shoes가 되어야 한다.,이 신발들은 20달러이다.,GENERATED,CEFR-J Grammar Profile,UNREVIEWED
EN,A1,Lv2,LEARNING,GRAMMAR,GRAMMAR_BLANK,MULTIPLE_CHOICE,TRAVEL,Choose the correct word: We ___ at the hotel now.,,,are,is,am,be,1,주어 We에는 be동사 are를 사용한다.,우리는 지금 호텔에 있다.,GENERATED,CEFR-J Grammar Profile,UNREVIEWED
EN,A1,Lv2,LEARNING,GRAMMAR,SENTENCE_ORDER,MULTIPLE_CHOICE,PHONE,Choose the correct sentence order for these words: call / can / you / me,,,Call you can me?,Can you call me?,You can me call?,Can call you me?,2,can을 사용한 의문문은 Can + 주어 + 동사원형 순서로 만든다.,나에게 전화해 줄 수 있니?,GENERATED,CEFR-J Grammar Profile,UNREVIEWED
EN,A1,Lv1,LEARNING,READING,SHORT_MESSAGE,MULTIPLE_CHOICE,MESSAGE,What should Anna bring?,"Hi Anna, let's meet at the library tomorrow at 10 a.m. Please bring your book. —Leo",,A book,A coat,Some food,A key,1,메시지에서 Please bring your book이라고 했으므로 Anna가 가져올 것은 책이다.,"안나, 내일 오전 10시에 도서관에서 만나자. 책을 가져와 줘.",GENERATED,CEFR-based,UNREVIEWED
EN,A1,Lv1,LEARNING,READING,NOTICE,MULTIPLE_CHOICE,PUBLIC_PLACE,When does the park close?,PARK HOURS: 7 a.m.–6 p.m. Please do not enter after 6 p.m.,,At 5 p.m.,At 6 p.m.,At 7 p.m.,At 8 p.m.,2,안내문에 Park hours: 7 a.m.–6 p.m.라고 되어 있으므로 오후 6시에 문을 닫는다.,공원 운영 시간: 오전 7시~오후 6시. 오후 6시 이후에는 출입하지 마세요.,GENERATED,CEFR-based,UNREVIEWED
EN,A1,Lv1,LEARNING,READING,DETAIL,MULTIPLE_CHOICE,RESTAURANT,How much is the chicken sandwich?,Lunch Menu: Chicken sandwich $5 | Cheese sandwich $4 | Juice $3,,$3,$4,$5,$6,3,메뉴에서 Chicken sandwich의 가격은 $5로 표시되어 있다.,"치킨 샌드위치 5달러, 치즈 샌드위치 4달러, 주스 3달러.",GENERATED,CEFR-based,UNREVIEWED
EN,A1,Lv1,LEARNING,READING,PURPOSE,MULTIPLE_CHOICE,SCHOOL,Why did Ben write this message?,"Hi Mia, our English class starts at 9 a.m. on Monday. See you in the classroom! —Ben",,To ask for a pen,To say goodbye,To invite Mia to dinner,To tell Mia about a class time,4,메시지는 수업 시작 시간이 9시라는 정보를 전달하기 위해 작성되었다.,"미아, 우리 영어 수업은 월요일 오전 9시에 시작해. 교실에서 보자!",GENERATED,CEFR-based,UNREVIEWED
EN,A1,Lv1,LEARNING,READING,MAIN_IDEA,MULTIPLE_CHOICE,FAMILY,What is the text mainly about?,"I'm Lily. I live with my mother, father, and little brother. My brother's name is Sam.",,Lily's family,Lily's school,Lily's lunch,Lily's house,1,글에서 Lily가 부모님과 남동생과 함께 산다고 설명하므로 중심 내용은 가족이다.,"나는 릴리다. 나는 엄마, 아빠, 남동생과 함께 산다. 남동생의 이름은 샘이다.",GENERATED,CEFR-based,UNREVIEWED
EN,A1,Lv2,LEARNING,READING,DETAIL,MULTIPLE_CHOICE,TRANSPORTATION,Which bus goes to the city center?,Bus Information: Bus 5 — Park | Bus 12 — City Center | Bus 20 — Train Station,,Bus 5,Bus 12,Bus 20,Bus 30,2,안내문에서 Bus 12: City Center라고 되어 있으므로 정답은 Bus 12이다.,"버스 5번은 공원, 12번은 시내 중심, 20번은 기차역으로 갑니다.",GENERATED,CEFR-based,UNREVIEWED
EN,A1,Lv2,LEARNING,READING,INFERENCE,MULTIPLE_CHOICE,WEATHER,What will Emma probably use today?,It is raining today. Emma needs to go to the store this afternoon.,,Sunglasses,A fan,An umbrella,A swimsuit,3,비가 오고 있고 밖에 나가야 한다고 했으므로 우산을 사용할 가능성이 가장 높다.,오늘 비가 온다. 엠마는 오후에 가게에 가야 한다.,GENERATED,CEFR-based,UNREVIEWED
EN,A1,Lv2,LEARNING,READING,SHORT_MESSAGE,MULTIPLE_CHOICE,APPOINTMENT,What should Jack do?,"Hi Jack, can we meet at 3:30 today instead of 3:00? —Nora",,Go to the cafe now,Call the doctor,Meet at noon,Come at 3:30 instead of 3:00,4,메시지에서 약속 시간을 3시에서 3시 30분으로 바꿀 수 있는지 묻고 있다.,"잭, 오늘 약속 시간을 3시 대신 3시 30분으로 바꿀 수 있을까?",GENERATED,CEFR-based,UNREVIEWED
EN,A1,Lv2,LEARNING,READING,NOTICE,MULTIPLE_CHOICE,SHOPPING,What can customers buy for $2?,TODAY'S SPECIAL: Small coffee — $2 | Large coffee — $3,,A small coffee,A large coffee,Tea and cake,Two coffees,1,표지에서 Small coffee — $2라고 적혀 있다.,"오늘의 특별 메뉴: 작은 커피 2달러, 큰 커피 3달러.",GENERATED,CEFR-based,UNREVIEWED
EN,A1,Lv2,LEARNING,READING,MAIN_IDEA,MULTIPLE_CHOICE,HOBBY,What does Noah like to do after school?,Noah likes riding his bike. He usually rides in the park with his friend after school.,,Cook dinner,Ride his bike,Watch the weather,Go shopping,2,글에서 Noah가 방과 후 자전거 타기를 좋아한다고 직접 말한다.,노아는 자전거를 타는 것을 좋아한다. 그는 보통 방과 후 친구와 공원에서 자전거를 탄다.,GENERATED,CEFR-based,UNREVIEWED
EN,A1,Lv1,LEARNING,DAILY_ENGLISH,SITUATION_EXPRESSION,MULTIPLE_CHOICE,INTRODUCTION,You meet someone for the first time. What do you say?,,,Nice to meet you.,See you yesterday.,"Good night, please.",You're welcome.,1,처음 만난 사람에게는 Nice to meet you.라고 인사하는 것이 자연스럽다.,Nice to meet you. = 만나서 반가워요.,GENERATED,QURVE Daily English,UNREVIEWED
EN,A1,Lv1,LEARNING,DAILY_ENGLISH,DIALOGUE_BLANK,MULTIPLE_CHOICE,RESTAURANT,"Complete the dialogue: A: Can I have some water, please? B: ___",,,I'm water.,Sure. Here you are.,"No, I am not.",It is Monday.,2,요청에 응하면서 물을 건넬 때 Sure. Here you are.가 자연스럽다.,A: 물 좀 주시겠어요? B: 물론이죠. 여기 있습니다.,GENERATED,QURVE Daily English,UNREVIEWED
EN,A1,Lv1,LEARNING,DAILY_ENGLISH,NATURAL_RESPONSE,MULTIPLE_CHOICE,PHONE,"Choose the best response: 'Hello, is Tom there?'",,,I like Tom.,It's a phone.,"Yes, one moment, please.",Tom is a teacher.,3,전화에서 특정 사람을 바꿔 달라는 질문에는 잠시 기다려 달라는 응답이 자연스럽다.,"여보세요, 톰 있나요? / 네, 잠시만 기다려 주세요.",GENERATED,QURVE Daily English,UNREVIEWED
EN,A1,Lv1,LEARNING,DAILY_ENGLISH,KOREAN_TO_ENGLISH,MULTIPLE_CHOICE,SHOPPING,가게에서 '이거 얼마예요?'라고 묻고 싶습니다. 가장 자연스러운 표현은?,,,Where is this?,Who is this?,Do you like this?,How much is this?,4,물건의 가격을 물을 때 How much is this?를 사용한다.,How much is this? = 이거 얼마예요?,GENERATED,QURVE Daily English,UNREVIEWED
EN,A1,Lv1,LEARNING,DAILY_ENGLISH,POLITE_EXPRESSION,MULTIPLE_CHOICE,PUBLIC_PLACE,You want to pass someone in a crowded place. What do you say?,,,Excuse me.,Good afternoon.,That's mine.,I'm fine.,1,사람 사이를 지나가거나 주의를 정중하게 끌 때 Excuse me.라고 한다.,Excuse me. = 실례합니다.,GENERATED,QURVE Daily English,UNREVIEWED
EN,A1,Lv2,LEARNING,DAILY_ENGLISH,DIALOGUE_BLANK,MULTIPLE_CHOICE,TRANSPORTATION,Complete the dialogue: A: Does this bus go to the station? B: ___,,,I have a station.,"Yes, it does.",The bus is blue.,I go every day.,2,"Does this bus...?라는 질문에는 Yes, it does.가 정확하고 자연스러운 응답이다.","A: 이 버스가 역에 가나요? B: 네, 갑니다.",GENERATED,QURVE Daily English,UNREVIEWED
EN,A1,Lv2,LEARNING,DAILY_ENGLISH,SIMILAR_EXPRESSION,MULTIPLE_CHOICE,APPOINTMENT,"Which expression is closest in meaning to ""Is 2 p.m. okay?""",,,Where is two?,Do you have two?,Can we meet at 2 p.m.?,Is it two dollars?,3,약속 맥락에서 Is 2 p.m. okay?는 2시에 만날 수 있는지 묻는 표현이다.,오후 2시 괜찮아요? = 오후 2시에 만날 수 있을까요?,GENERATED,QURVE Daily English,UNREVIEWED
EN,A1,Lv2,LEARNING,DAILY_ENGLISH,NATURAL_RESPONSE,MULTIPLE_CHOICE,HEALTH,Choose the best response: 'I have a headache.',,,I am a doctor.,My head is blue.,It's five o'clock.,I'm sorry. Get some rest.,4,두통이 있다는 말에는 걱정하며 쉬라고 권하는 응답이 자연스럽다.,머리가 아파요. / 안됐네요. 좀 쉬세요.,GENERATED,QURVE Daily English,UNREVIEWED
EN,A1,Lv2,LEARNING,DAILY_ENGLISH,SITUATION_EXPRESSION,MULTIPLE_CHOICE,WORK,You arrive at work in the morning. What is a natural greeting?,,,Good morning.,Good night.,See you last week.,Happy lunch.,1,아침에 직장에서 사람을 만났을 때 Good morning.이 자연스럽다.,Good morning. = 좋은 아침입니다.,GENERATED,QURVE Daily English,UNREVIEWED
EN,A1,Lv2,LEARNING,DAILY_ENGLISH,DIALOGUE_ORDER,MULTIPLE_CHOICE,TRAVEL,Which dialogue is in the most natural order?,,,A: Thank you. B: Where is the restroom? A: Over there.,A: Where is the restroom? B: It's over there. A: Thank you.,A: It's over there. B: Thank you. A: Where is the restroom?,A: Thank you. B: It's over there. A: Where is the restroom?,2,"먼저 장소를 묻고, 상대가 위치를 알려 준 뒤 감사하는 순서가 가장 자연스럽다.",A: 화장실이 어디예요? B: 저쪽에 있어요. A: 감사합니다.,GENERATED,QURVE Daily English,UNREVIEWED
EN,A1,Lv1,LEARNING,LISTENING,WORD_RECOGNITION,MULTIPLE_CHOICE,SCHOOL,Listen and choose the word you hear.,,book,book,look,cook,foot,1,audioScript에서 발음된 단어는 book이다.,book = 책,GENERATED,CEFR-based,UNREVIEWED
EN,A1,Lv1,LEARNING,LISTENING,SENTENCE_RECOGNITION,MULTIPLE_CHOICE,FAMILY,Listen and choose the sentence you hear.,,This is my mother.,This is my father.,This is my mother.,This is my brother.,This is my sister.,2,audioScript는 This is my mother.이므로 두 번째 문장이 일치한다.,This is my mother. = 이분은 우리 엄마예요.,GENERATED,CEFR-based,UNREVIEWED
EN,A1,Lv1,LEARNING,LISTENING,LISTENING_RESPONSE,MULTIPLE_CHOICE,DAILY_LIFE,Listen to the question and choose the best response.,,How are you?,At home.,It's sunny.,"I'm fine, thanks.",Two apples.,3,"How are you?는 안부를 묻는 표현이므로 I'm fine, thanks.가 자연스럽다.","How are you? = 잘 지내세요? / I'm fine, thanks. = 잘 지내요, 고마워요.",GENERATED,CEFR-based,UNREVIEWED
EN,A1,Lv1,LEARNING,LISTENING,LISTENING_INFORMATION,MULTIPLE_CHOICE,APPOINTMENT,Listen and choose the meeting time.,,Let's meet at four o'clock.,One o'clock,Two o'clock,Three o'clock,Four o'clock,4,audioScript에서 Let's meet at four o'clock이라고 했으므로 정답은 4시이다.,4시에 만나자.,GENERATED,CEFR-based,UNREVIEWED
EN,A1,Lv1,LEARNING,LISTENING,DICTATION,DICTATION,WEATHER,Listen and choose the missing word: 'It is ___ today.',,It is cold today.,cold,late,short,open,1,audioScript의 문장은 It is cold today.이므로 빈칸에는 cold가 들어간다.,오늘은 춥다.,GENERATED,CEFR-based,UNREVIEWED
EN,A1,Lv2,LEARNING,LISTENING,LISTENING_DIALOGUE,MULTIPLE_CHOICE,RESTAURANT,Listen to the dialogue. What does the woman order?,,"Man: What would you like? Woman: I'd like a coffee, please.",Tea,Coffee,Juice,Water,2,여성이 I'd like a coffee라고 말했으므로 주문한 것은 coffee이다.,남: 무엇을 드릴까요? 여: 커피 한 잔 주세요.,GENERATED,CEFR-based,UNREVIEWED
EN,A1,Lv2,LEARNING,LISTENING,LIFE_LISTENING,MULTIPLE_CHOICE,TRANSPORTATION,Listen to the announcement. Where is the bus going?,,This bus goes to the train station.,The park,The hospital,The train station,The school,3,안내 방송에서 This bus goes to the train station이라고 했으므로 목적지는 기차역이다.,이 버스는 기차역으로 갑니다.,GENERATED,CEFR-based,UNREVIEWED
EN,A1,Lv2,LEARNING,LISTENING,INTENTION,MULTIPLE_CHOICE,MESSAGE,Listen to the message. What does the speaker want?,,"Hi, it's Jamie. Please call me when you get home.",A new bag,Some food,A bus ticket,A phone call,4,Please call me는 전화를 해 달라는 요청이므로 화자는 전화를 원한다.,"안녕, 나 제이미야. 집에 도착하면 전화해 줘.",GENERATED,CEFR-based,UNREVIEWED
EN,A1,Lv2,LEARNING,LISTENING,PRONUNCIATION_DISTINCTION,MULTIPLE_CHOICE,DAILY_LIFE,Listen and choose the word you hear.,,ship,ship,sheep,shop,shape,1,audioScript에서 발음되는 단어는 ship이다. sheep과 모음 소리가 다르다.,ship = 배,GENERATED,CEFR-based,UNREVIEWED
EN,A1,Lv2,LEARNING,LISTENING,LISTENING_INFORMATION,MULTIPLE_CHOICE,SHOPPING,Listen and choose the price of the hat.,,The hat is eight dollars.,Five dollars,Eight dollars,Ten dollars,Twelve dollars,2,audioScript에서 The hat is eight dollars라고 했으므로 가격은 8달러이다.,그 모자는 8달러입니다.,GENERATED,CEFR-based,UNREVIEWED
