level,category,subType,questionFormat,questionText,passageText,choice1,choice2,choice3,choice4,answerIndex,explanation,questionFocus
N2,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,この文章の主な内容は何ですか。,在宅勤務では通勤時間がなくなるという利点がある。しかし、仕事と私生活の区別が難しくなり、長時間働いてしまう人もいる。そのため、仕事を始める時間と終える時間を自分で明確に決めることが大切だ。,재택근무를 폐지해야 하는 이유,재택근무에서 업무 시간을 구분하는 중요성,통근 시간을 늘리는 방법,회사에서 오래 일하는 장점,1,재택근무의 장점과 함께 일과 사생활의 경계를 위해 업무 시간을 명확히 해야 한다는 내용이다.,주제 파악
N2,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,なぜ店は商品の説明を変更しましたか。,ある店では『環境にやさしい商品』として商品を販売していたが、客から『何が環境にやさしいのか分からない』という意見が多く寄せられた。そこで、材料や製造方法について具体的な説明を加えることにした。,상품 가격을 올리기 위해,고객이 친환경적인 이유를 이해하기 어렵다고 했기 때문에,재료를 모두 바꾸기 위해,상품 판매를 중단하기 위해,1,친환경이라는 표현만으로는 이유가 명확하지 않다는 고객 의견 때문에 구체적 설명을 추가했다.,인물 의도 파악
N2,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,筆者の考えとして正しいものはどれですか。,予定を立てることは大切だが、予定どおりに進まないこともある。そのたびに失敗だと考えるのではなく、状況に合わせて計画を変えることも必要だ。計画は守るためだけでなく、目的を達成するための道具だからである。,계획은 어떤 상황에서도 바꾸면 안 된다,계획이 바뀌면 모두 실패다,목적 달성을 위해 필요하면 계획을 조정할 수 있다,계획을 세우지 않는 것이 가장 좋다,2,계획 자체보다 목적 달성이 중요하므로 상황에 맞게 계획을 조정할 필요가 있다고 본다.,주제 파악
N2,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,このメールを受け取った人は何をする必要がありますか。,システム更新のため、金曜日午後六時から土曜日正午までサービスを停止します。作業中のデータは金曜日五時半までに保存してください。停止中はログインできません。,토요일 정오까지 데이터를 작성한다,금요일 5시 30분까지 작업 데이터를 저장한다,금요일 6시 이후 로그인한다,업데이트를 직접 설치한다,1,서비스 중단 전에 금요일 5시 30분까지 작업 데이터를 저장해야 한다.,세부 정보 파악
N2,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,この文章から分かることは何ですか。,新しい図書館では、本を借りるだけでなく、仕事や勉強に使える個室も用意されている。個室は無料だが、利用には事前予約が必要で、一人一日二時間までとなっている。,개인실은 유료다,개인실은 예약 없이 사용할 수 있다,개인실은 무료지만 예약이 필요하고 하루 2시간까지다,개인실은 책을 빌린 사람만 이용한다,2,개인실은 무료지만 사전 예약이 필요하며 하루 2시간으로 제한된다.,세부 정보 파악
N2,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,筆者が言いたいことは何ですか。,情報が多いことは便利だが、情報が多ければ正しい判断ができるとは限らない。重要なのは、情報の量ではなく、どの情報が信頼でき、自分の目的に必要なのかを判断することである。,정보는 많을수록 반드시 좋다,정보를 전혀 보지 않는 것이 좋다,정보의 양보다 신뢰성과 필요성을 판단하는 것이 중요하다,모든 정보를 똑같이 믿어야 한다,2,필자는 정보의 양보다 신뢰할 수 있고 목적에 필요한 정보를 가려내는 능력을 강조한다.,주제 파악
N2,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,会社がアンケートを行う目的は何ですか。,社員食堂の利用者が減っているため、会社では社員にアンケートを行うことにした。価格、メニュー、営業時間などについて意見を集め、今後の改善に役立てる予定だ。,식당을 즉시 폐쇄하기 위해,이용 감소 원인을 파악하고 개선하기 위해,직원들의 근무 시간을 조사하기 위해,메뉴 가격을 무조건 올리기 위해,1,가격·메뉴·시간에 관한 의견을 모아 식당 개선에 활용하려는 조사다.,인물 의도 파악
N2,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,この文章から何が推測できますか。,山田さんは空港へ向かう電車に乗る予定だった。しかし駅に着くと、事故のため運転再開の見込みが立っていないと案内されていた。飛行機の出発まではあと二時間しかない。,계속 전철만 기다리는 것이 가장 안전하다,다른 교통수단을 알아볼 가능성이 높다,비행기는 이미 출발했다,공항에 도착한 상태다,1,운행 재개 시점이 불명확하고 비행기까지 2시간밖에 없어 다른 교통수단을 찾을 가능성이 높다.,추론
N2,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,この文章の主な内容は何ですか。,商品を安くすることだけが客を増やす方法ではない。多少高くても、説明が分かりやすかったり、困ったときにすぐ対応してもらえたりすれば、その店を選ぶ人もいる。価格以外の価値を考えることも重要だ。,가격만이 고객 선택을 결정한다,서비스나 설명 같은 가격 외 가치도 중요하다,상품은 반드시 비싸야 한다,고객 응대는 필요하지 않다,1,필자는 가격 외에도 설명과 대응 같은 서비스 가치가 고객 선택에 영향을 준다고 말한다.,주제 파악
N2,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,この通知の内容として正しいものはどれですか。,来月からごみの収集時間が変更されます。これまでは午前九時でしたが、交通量の増加により午前八時に早まります。収集日の変更はありません。,수거 요일과 시간이 모두 바뀐다,수거 시간만 오전 8시로 앞당겨진다,수거 시간이 오전 10시로 늦어진다,교통량 감소 때문에 변경된다,1,수거일은 그대로이며 교통량 증가 때문에 시간만 9시에서 8시로 앞당겨진다.,세부 정보 파악
N2,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,筆者はなぜメモを取るようになりましたか。,以前は『覚えているから大丈夫』と思い、仕事の指示をメモしなかった。しかし、忙しい日に一つの作業を忘れてしまった。それ以来、小さなことでもメモを取るようにしている。,글씨 연습을 위해,업무 지시를 한 번 잊은 경험이 있어서,상사가 매일 검사해서,메모하는 것이 취미여서,1,업무 하나를 잊은 경험 이후 작은 내용도 메모하게 되었다.,추론
N2,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,この文章で筆者が問題だと考えていることは何ですか。,会議で意見を出しても、結論が決まらないまま次の話題に移ることがある。多くの意見を聞くことは重要だが、最後に誰が何をするのか決めなければ、会議をした意味が薄くなってしまう。,회의에서 의견이 너무 적은 것,회의 후 담당 업무와 결론이 명확하지 않은 것,회의 시간이 항상 짧은 것,모든 사람이 같은 의견을 내는 것,1,의견만 나누고 최종 결론과 담당자를 정하지 않는 회의의 문제를 지적한다.,주제 파악
N2,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,利用者はなぜ事前に連絡する必要がありますか。,施設の駐車場は工事のため、今月末まで利用できる台数が通常の半分になっています。車で来る予定の方は、駐車できない場合がありますので、できるだけ事前に施設へお問い合わせください。,주차 요금을 미리 내기 위해,주차 가능 여부를 확인하기 위해,공사에 참여하기 위해,차량 번호를 변경하기 위해,1,공사로 주차 가능 대수가 줄어 주차하지 못할 수 있으므로 사전 확인이 필요하다.,인물 의도 파악
N2,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,この文章の内容に合うものはどれですか。,最近は、商品の修理が難しく、壊れたら買い替えるしかない場合も多い。しかし、長く使えるよう修理サービスを充実させる企業も増えている。環境への負担を減らすという点でも注目されている。,수리 서비스 기업은 감소하고 있다,고장 난 제품은 반드시 버려야 한다,제품을 오래 쓰게 하는 수리 서비스가 환경 측면에서도 주목받는다,환경과 제품 수명은 관계가 없다,2,수리 서비스를 통해 제품을 오래 사용하면 환경 부담을 줄일 수 있어 주목받는다고 했다.,세부 정보 파악
N2,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,筆者が最も重視していることは何ですか。,外国語を学ぶ目的は人によって違う。試験に合格したい人もいれば、仕事で使いたい人もいる。そのため、他人と勉強時間を比べるより、自分の目的に合った方法を選び、続けることが大切だ。,다른 사람보다 오래 공부하는 것,모든 사람이 같은 교재를 쓰는 것,자신의 목적에 맞는 방법을 선택해 지속하는 것,시험 공부만 하는 것,2,학습 목적이 사람마다 다르므로 자신의 목적에 맞는 방법을 지속하는 것을 중요하게 본다.,주제 파악
N2,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,なぜ予約制度が導入されましたか。,人気の展示会では、休日になると入口に長い列ができ、入場まで一時間以上待つこともあった。そこで、来月から入場時間を指定する予約制度を導入し、混雑を減らすことになった。,입장료를 올리기 위해,대기 줄과 혼잡을 줄이기 위해,전시 시간을 줄이기 위해,평일 관람을 금지하기 위해,1,긴 대기 시간과 입구 혼잡을 줄이기 위해 시간 지정 예약제를 도입한다.,인물 의도 파악
N2,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,この文章から推測できることは何ですか。,佐藤さんは来週の出張で使う資料を今日中に印刷する予定だった。しかし、社内のプリンターが故障し、修理は明日の午後になるという。資料は明日の朝までに必要だ。,내일 오후까지 기다릴 것이다,다른 프린터나 인쇄 방법을 찾을 가능성이 높다,출장이 이미 끝났다,자료는 필요하지 않게 되었다,1,자료가 내일 아침 필요하지만 사내 프린터 수리는 오후이므로 다른 인쇄 방법을 찾을 가능성이 높다.,추론
N2,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,筆者の意見に最も近いものはどれですか。,便利な道具を使えば作業時間を短くできる。しかし、道具を導入すること自体が目的になってはいけない。何を改善したいのかを明確にし、その目的に合う道具を選ぶべきだ。,새 도구는 무조건 도입해야 한다,도구를 쓰지 않는 것이 가장 좋다,개선 목적을 먼저 정하고 적절한 도구를 선택해야 한다,비싼 도구일수록 효과가 좋다,2,도구 도입 자체가 아니라 개선 목적을 명확히 한 뒤 목적에 맞는 도구를 선택해야 한다고 주장한다.,주제 파악
N2,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,この案内で最も重要なことは何ですか。,ビルの電気設備点検のため、日曜日午前七時から十時まで全館停電します。この時間はエレベーターや自動ドアも利用できません。冷蔵が必要な物は前日までに別の場所へ移してください。,일요일 오전 7시~10시 정전되어 관련 설비를 사용할 수 없다,일요일 하루 종일 건물이 폐쇄된다,엘리베이터만 사용할 수 없다,냉장고는 정상적으로 사용할 수 있다,0,일요일 7~10시 전관 정전으로 엘리베이터·자동문 등도 사용할 수 없다는 것이 핵심이다.,주제 파악
