level,category,subType,questionFormat,questionText,choice1,choice2,choice3,choice4,answerIndex,explanation,targetExpression,targetMeaning
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「なるべく」의 용법으로 가장 알맞은 것은?,なるべくを机の上に置きました。,この犬はなるべく大きいです。,なるべく早く返事をしてください。,私はなるべくにご飯を食べました。,2,"「なるべく」는 '가능한 한'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",なるべく,가능한 한
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「例えば」의 용법으로 가장 알맞은 것은?,例えばを二本買いました。,私は例えばに寝ました。,この部屋は例えば寒いです。,日本の料理、例えばすしが好きです。,3,"「例えば」는 '예를 들면'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",例えば,예를 들면
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「特に」의 용법으로 가장 알맞은 것은?,私は果物の中で、特にりんごが好きです。,特にを冷蔵庫に入れました。,私は特にで駅へ行きます。,この本は特にを読みました。,0,"「特に」는 '특히'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",特に,특히
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「急に」의 용법으로 가장 알맞은 것은?,急にを一枚ください。,空が暗くなって、急に雨が降り始めました。,私は急にで朝ご飯を食べます。,この机は急に高いです。,1,"「急に」는 '갑자기'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",急に,갑자기
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「だんだん」의 용법으로 가장 알맞은 것은?,だんだんをかばんに入れました。,私はだんだんで新聞を読みます。,春になって、だんだん暖かくなりました。,この料理はだんだんを食べます。,2,"「だんだん」는 '점점'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",だんだん,점점
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「とうとう」의 용법으로 가장 알맞은 것은?,とうとうを三個買いました。,この道はとうとうに長いです。,私はとうとうで手を洗いました。,彼はとうとう約束の時間に来ませんでした。,3,"「とうとう」는 '마침내, 결국'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",とうとう,"마침내, 결국"
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「まず」의 용법으로 가장 알맞은 것은?,まず名前を書いて、それから質問に答えてください。,まずを冷蔵庫で冷やします。,この車はまず速いです。,私はまずに二人います。,0,"「まず」는 '우선, 먼저'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",まず,"우선, 먼저"
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「それから」의 용법으로 가장 알맞은 것은?,それからを一冊読みました。,朝ご飯を食べました。それから、学校へ行きました。,この魚はそれからに新鮮です。,私はそれからで駅を降ります。,1,"「それから」는 '그리고 나서'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",それから,그리고 나서
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「それで」의 용법으로 가장 알맞은 것은?,それでを二つ買いました。,この店はそれでに安いです。,雨が降っていました。それで、出かけませんでした。,私はそれでで音楽を聞きます。,2,"「それで」는 '그래서'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",それで,그래서
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「しかし」의 용법으로 가장 알맞은 것은?,しかしを冷蔵庫に入れました。,私はしかしに走ります。,この服はしかしを着ます。,この店は安いです。しかし、駅から遠いです。,3,"「しかし」는 '그러나'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",しかし,그러나
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「もし」의 용법으로 가장 알맞은 것은?,もし時間があったら、一緒に映画を見ませんか。,もしを三枚ください。,私はもしで電車に乗ります。,このりんごはもし赤いです。,0,"「もし」는 '만약'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",もし,만약
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「〜かもしれない」의 용법으로 가장 알맞은 것은?,私は雨をかもしれません。,午後は雨が降るかもしれません。,この本は読むかもしれないです机です。,駅へかもしれないを歩きます。,1,"「〜かもしれない」는 '~일지도 모른다'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",〜かもしれない,~일지도 모른다
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「〜と思う」의 용법으로 가장 알맞은 것은?,私はこの本をと思います。,雨がと思うを降りました。,私はこの方法が一番いいと思います。,この料理はおいしいと思うですを。,2,"「〜と思う」는 '~라고 생각하다'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",〜と思う,~라고 생각하다
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「〜つもりだ」의 용법으로 가장 알맞은 것은?,私は留学をつもりです。,来年はつもりを日本です。,日本へ留学つもりをします。,来年、日本へ留学するつもりです。,3,"「〜つもりだ」는 '~할 생각이다'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",〜つもりだ,~할 생각이다
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「〜予定だ」의 용법으로 가장 알맞은 것은?,会議は三時に始まる予定です。,三時を予定に始まります。,会議は予定を三時です。,私は予定でパンを食べます。,0,"「〜予定だ」는 '~할 예정이다'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",〜予定だ,~할 예정이다
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「〜たことがある」의 용법으로 가장 알맞은 것은?,私は京都へ行くことがありました昨日。,私は京都へ行ったことがあります。,京都を行ったことです。,私は行ったが京都ことあります。,1,"「〜たことがある」는 '~한 적이 있다'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",〜たことがある,~한 적이 있다
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「〜ことができる」의 용법으로 가장 알맞은 것은?,本を借りるができますこと。,この図書館は無料ことを借ります。,この図書館では無料で本を借りることができます。,私は本ができるを借ります。,2,"「〜ことができる」는 '~할 수 있다'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",〜ことができる,~할 수 있다
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「〜なければならない」의 용법으로 가장 알맞은 것은?,宿題を出すなければなりません。,明日まで宿題になければ出します。,私は宿題をなければ読みます。,明日までに宿題を出さなければなりません。,3,"「〜なければならない」는 '~해야 한다'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",〜なければならない,~해야 한다
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「〜なくてもいい」의 용법으로 가장 알맞은 것은?,明日は休みなので、早く起きなくてもいいです。,早く起きないてもいいです。,明日は休みをなくてもいいです。,私は起きなくてもを朝です。,0,"「〜なくてもいい」는 '~하지 않아도 된다'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",〜なくてもいい,~하지 않아도 된다
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「〜てはいけない」의 용법으로 가장 알맞은 것은?,ここで写真を撮るてはいけません。,ここで写真を撮ってはいけません。,写真をここではいけない撮ります。,私は写真てはいけないを見ます。,1,"「〜てはいけない」는 '~해서는 안 된다'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",〜てはいけない,~해서는 안 된다
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「〜てもいい」의 용법으로 가장 알맞은 것은?,このいすに座るてもいいですか。,いすを座ってもいいですか。,このいすに座ってもいいですか。,私はいすてもいいに座ります。,2,"「〜てもいい」는 '~해도 된다'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",〜てもいい,~해도 된다
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「〜てみる」의 용법으로 가장 알맞은 것은?,この料理を食べるてみてください。,料理に食べてみます。,私は食べてをみる料理です。,この料理を一度食べてみてください。,3,"「〜てみる」는 '~해 보다'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",〜てみる,~해 보다
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「〜てしまう」의 용법으로 가장 알맞은 것은?,大切な書類をなくしてしまいました。,書類をなくすてしまいました。,大切な書類にしまいました。,私は書類をしまうなくしました。,0,"「〜てしまう」는 '~해 버리다'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",〜てしまう,~해 버리다
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「〜ながら」의 용법으로 가장 알맞은 것은?,音楽を聞くながら勉強します。,音楽を聞きながら勉強します。,音楽に聞きながら勉強します。,私は勉強をながら音楽です。,1,"「〜ながら」는 '~하면서'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",〜ながら,~하면서
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「〜たり〜たりする」의 용법으로 가장 알맞은 것은?,本を読むたり、散歩するたりします。,本を読んだり、散歩をしたりです。,日曜日は本を読んだり、散歩したりします。,日曜日を本たり散歩たりします。,2,"「〜たり〜たりする」는 '~하기도 하고 ~하기도 하다'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",〜たり〜たりする,~하기도 하고 ~하기도 하다
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「〜やすい」의 용법으로 가장 알맞은 것은?,このペンは書くやすいです。,このペンをやすい書きます。,軽くて書きやすいをペンです。,このペンは軽くて書きやすいです。,3,"「〜やすい」는 '~하기 쉽다'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",〜やすい,~하기 쉽다
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「〜にくい」의 용법으로 가장 알맞은 것은?,この漢字は複雑で覚えにくいです。,この漢字は覚えるにくいです。,漢字をにくい覚えます。,複雑で覚えにくいを漢字です。,0,"「〜にくい」는 '~하기 어렵다'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",〜にくい,~하기 어렵다
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「〜すぎる」의 용법으로 가장 알맞은 것은?,昨日は食べるすぎました。,昨日は食べすぎて、おなかが痛くなりました。,おなかをすぎて痛いです。,私はすぎるを食べました。,1,"「〜すぎる」는 '너무 ~하다'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",〜すぎる,너무 ~하다
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「〜始める」의 용법으로 가장 알맞은 것은?,子どもが泣く始めました。,子どもを始めて泣きました。,子どもが急に泣き始めました。,泣き始めるを子どもです。,2,"「〜始める」는 '~하기 시작하다'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",〜始める,~하기 시작하다
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「〜終わる」의 용법으로 가장 알맞은 것은?,レポートを書く終わったら送ります。,レポートを終わって書きます。,書き終わるをメールです。,レポートを書き終わったら、メールで送ってください。,3,"「〜終わる」는 '~하기를 끝내다'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",〜終わる,~하기를 끝내다
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「〜続ける」의 용법으로 가장 알맞은 것은?,毎日、日本語の勉強を続けています。,毎日、日本語を勉強する続けます。,勉強に続けて日本語です。,私は続けるを日本語にします。,0,"「〜続ける」는 '계속 ~하다'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",〜続ける,계속 ~하다
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「〜出す」의 용법으로 가장 알맞은 것은?,赤ちゃんが泣く出しました。,赤ちゃんが突然泣き出しました。,赤ちゃんを出して泣きました。,泣き出すを赤ちゃんです。,1,"「〜出す」는 '갑자기 ~하기 시작하다'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",〜出す,갑자기 ~하기 시작하다
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「〜そうだ（様態）」의 용법으로 가장 알맞은 것은?,雨が降るそうです空が暗いので。,空を暗そうに雨です。,空が暗いので、雨が降りそうです。,私は雨そうだを見ます。,2,"「〜そうだ（様態）」는 '~할 것 같다'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",〜そうだ（様態）,~할 것 같다
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「〜そうだ（伝聞）」의 용법으로 가장 알맞은 것은?,明日は雪が降りそうですと聞きました予報。,天気予報を雪そうです。,私はそうだを明日聞きます。,天気予報によると、明日は雪が降るそうです。,3,"「〜そうだ（伝聞）」는 '~라고 한다'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",〜そうだ（伝聞）,~라고 한다
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「〜ようになる」의 용법으로 가장 알맞은 것은?,毎日練習して、漢字が読めるようになりました。,漢字を読むようになりましたできる。,毎日練習をようになりました。,私は漢字ように読みます。,0,"「〜ようになる」는 '~하게 되다'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",〜ようになる,~하게 되다
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「〜ようにする」의 용법으로 가장 알맞은 것은?,毎日歩くようをしています。,健康のために、毎日歩くようにしています。,健康に歩くようです。,私はようにするを毎日歩きます。,1,"「〜ようにする」는 '~하도록 하다'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",〜ようにする,~하도록 하다
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「〜ほうがいい」의 용법으로 가장 알맞은 것은?,今日は休むほうがいいでした。,熱をほうがいい休みます。,熱があるなら、今日は休んだほうがいいです。,私は休んだほうを今日です。,2,"「〜ほうがいい」는 '~하는 편이 좋다'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",〜ほうがいい,~하는 편이 좋다
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「〜ないほうがいい」의 용법으로 가장 알맞은 것은?,コーヒーを飲むないほうがいいです。,寝る前を飲まないほうです。,私はコーヒーないほうを飲みます。,寝る前にコーヒーを飲まないほうがいいです。,3,"「〜ないほうがいい」는 '~하지 않는 편이 좋다'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",〜ないほうがいい,~하지 않는 편이 좋다
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「〜たら」의 용법으로 가장 알맞은 것은?,駅に着いたら、電話してください。,駅に着くたら電話してください。,駅を着いたら電話です。,私は着いたらを駅にします。,0,"「〜たら」는 '~하면, ~했더니'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",〜たら,"~하면, ~했더니"
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「〜なら」의 용법으로 가장 알맞은 것은?,日本へ行ったなら春でした。,日本へ行くなら、春がおすすめです。,日本をなら春に行きます。,私は春ならをおすすめします。,1,"「〜なら」는 '~라면'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",〜なら,~라면
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「〜ても」의 용법으로 가장 알맞은 것은?,雨が降るても試合をします。,雨を降っても試合です。,雨が降っても、試合は行います。,私は試合ても雨に行きます。,2,"「〜ても」는 '~해도'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",〜ても,~해도
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「〜ので」의 용법으로 가장 알맞은 것은?,用事があるからので帰ります。,今日は用事をのであります。,私はのでを先に帰ります。,今日は用事があるので、先に帰ります。,3,"「〜ので」는 '~이므로'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",〜ので,~이므로
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「〜のに」의 용법으로 가장 알맞은 것은?,薬を飲んだのに、まだ熱があります。,薬を飲むのに、まだ熱があります。,薬に飲んだのに熱です。,私はのにを薬で飲みます。,0,"「〜のに」는 '~인데도'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",〜のに,~인데도
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「〜し」의 용법으로 가장 알맞은 것은?,この町は静かし、便利です。,この町は静かだし、交通も便利です。,交通を便利だし町です。,私はしを静かに住みます。,1,"「〜し」는 '~하고, ~이기도 하고'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",〜し,"~하고, ~이기도 하고"
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「〜ために」의 용법으로 가장 알맞은 것은?,日本で働いたために勉強します。,日本語をために働きます。,日本で働くために、日本語を勉強しています。,私はためにを日本語です。,2,"「〜ために」는 '~하기 위해'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",〜ために,~하기 위해
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「〜ように」의 용법으로 가장 알맞은 것은?,忘れないためようにメモしました。,予定をように忘れません。,私はメモようにをしました。,忘れないように、予定をメモしました。,3,"「〜ように」는 '~하도록'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",〜ように,~하도록
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「〜前に」의 용법으로 가장 알맞은 것은?,寝る前に歯をみがきます。,寝た前に歯をみがきます。,寝るを前に歯です。,私は前にを寝ます。,0,"「〜前に」는 '~하기 전에'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",〜前に,~하기 전에
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「〜後で」의 용법으로 가장 알맞은 것은?,仕事が終わる後で行きます。,仕事が終わった後で、買い物に行きます。,仕事を後で終わります。,私は後でを仕事にします。,1,"「〜後で」는 '~한 후에'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",〜後で,~한 후에
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「〜間」의 용법으로 가장 알맞은 것은?,夏休みを間、働きました。,夏休みの間に毎日ずっと一回だけ働きました。,夏休みの間、毎日アルバイトをしました。,私は間を夏休みにしました。,2,"「〜間」는 '~동안'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",〜間,~동안
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「〜間に」의 용법으로 가장 알맞은 것은?,母が料理をしている間、私は一度掃除しました。,料理を間に母がします。,私は間にを部屋で掃除します。,母が料理をしている間に、私は部屋を掃除しました。,3,"「〜間に」는 '~하는 사이에'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",〜間に,~하는 사이에
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「〜とき」의 용법으로 가장 알맞은 것은?,日本へ行ったとき、京都を見物しました。,日本へ行くとき、去年京都を見物しました。,日本をとき京都です。,私はときを京都に行きます。,0,"「〜とき」는 '~할 때'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",〜とき,~할 때
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「〜場合」의 용법으로 가장 알맞은 것은?,雨の場合にを中止します。,雨の場合は、運動会を中止します。,雨が場合は運動会です。,私は場合を雨にします。,1,"「〜場合」는 '~경우'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",〜場合,~경우
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「〜について」의 용법으로 가장 알맞은 것은?,先生は日本の歴史についてを話しました。,歴史にについて先生です。,先生は日本の歴史について話しました。,私はについてを日本に話します。,2,"「〜について」는 '~에 관하여'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",〜について,~에 관하여
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「〜によると」의 용법으로 가장 알맞은 것은?,ニュースについて、明日は止まるによると。,ニュースをによると電車です。,私はによるとをニュースで聞きます。,ニュースによると、明日は電車が止まるそうです。,3,"「〜によると」는 '~에 따르면'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",〜によると,~에 따르면
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「〜にとって」의 용법으로 가장 알맞은 것은?,私にとって、家族はとても大切です。,私について家族は大切です。,私をにとって家族です。,私は家族にとってを大切です。,0,"「〜にとって」는 '~에게 있어서'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",〜にとって,~에게 있어서
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「〜より」의 용법으로 가장 알맞은 것은?,電車はバスから速いです。,電車はバスより速いです。,電車をバスよりに速いです。,私はよりを電車で乗ります。,1,"「〜より」는 '~보다'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",〜より,~보다
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「〜ほど〜ない」의 용법으로 가장 알맞은 것은?,今日は昨日よりほど寒くないです。,昨日をほど今日に寒いです。,今日は昨日ほど寒くありません。,私はほどを寒くありません。,2,"「〜ほど〜ない」는 '~만큼 ~하지 않다'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",〜ほど〜ない,~만큼 ~하지 않다
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「〜と同じ」의 용법으로 가장 알맞은 것은?,私のかばんは妹のかばんに同じです。,かばんを同じと妹です。,私は同じをかばんにします。,私のかばんは妹のかばんと同じです。,3,"「〜と同じ」는 '~와 같다'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",〜と同じ,~와 같다
